     LON     LAT   DEPTH     MAG    PHUSD   NO_ST   MIND     GAP     RMS     SEH     SEZ  YYYY MM DD HH MN SEC
  56.128  27.586     8.8     3.4      99      99    99.0     360   0.368     4.8     3.2  2022 02 10 14 43 16.44
  56.160  27.590     7.0     2.6      99      99    99.0     360   0.266     6.8     5.5  2022 02 14 13 12 46.64
  56.223  27.454    16.9     4.0      99      99    99.0     360   0.374     3.8     2.6  2022 02 16 02 09 03.29
  56.202  27.552    13.2     2.9      99      99    99.0     360   0.316     4.7     2.9  2022 02 23 17 04 57.79
  56.172  27.552    13.7     3.4      99      99    99.0     360   0.434     4.0     2.7  2022 02 24 01 48 34.79
  56.161  27.546    16.7     4.1      99      99    99.0     360   0.218     5.3     4.3  2022 02 24 03 30 17.87
  56.141  27.518    24.5     3.4      99      99    99.0     360   0.028     8.3     5.3  2022 02 28 03 41 30.62
  56.213  27.478    18.0     4.3      99      99    99.0     360   0.351     4.1     2.4  2022 03 08 23 21 39.02
  56.213  27.457    18.0     2.9      99      99    99.0     360   0.179     4.2     2.3  2022 03 08 23 44 30.19
  56.268  27.551    23.2     2.9      99      99    99.0     360   0.199     5.8     4.8  2022 03 13 18 24 12.17
  56.230  27.590     7.5     2.8      99      99    99.0     360   0.472     5.3     6.2  2022 03 15 00 14 09.69
  56.121  27.532    14.9     2.9      99      99    99.0     360   0.369     4.8     3.4  2022 03 16 05 17 10.10
  56.171  27.537    14.5     2.9      99      99    99.0     360   0.295     4.0     2.6  2022 03 22 00 55 54.40
  56.143  27.594     9.7     2.9      99      99    99.0     360   0.262     4.4     3.6  2022 03 22 10 03 05.07
  56.188  27.635     2.8     2.6      99      99    99.0     360   0.661     8.7     7.2  2022 03 24 17 41 24.66
  56.147  27.578    14.1     2.8      99      99    99.0     360   0.296     5.5     4.8  2022 03 25 03 12 00.16
  56.180  27.528    14.0     3.7      99      99    99.0     360   0.347     3.6     3.0  2022 04 07 14 16 39.35
  56.049  27.563    23.3     4.1      99      99    99.0     360   0.498     9.1     5.5  2022 04 14 07 41 08.63
  56.001  27.507    13.8     3.6      99      99    99.0     360   0.467     5.9     3.6  2022 04 23 21 30 35.88
  55.983  27.482    14.0     2.7      99      99    99.0     360   0.249     6.6     4.1  2022 04 24 00 33 06.34
  55.990  27.457    18.4     2.9      99      99    99.0     360   0.290     6.8     4.3  2022 04 24 16 18 25.23
  56.044  27.553    10.0     3.4      99      99    99.0     360   0.311     5.8     3.8  2022 04 27 03 03 09.07
  56.303  27.585    13.5     3.2      99      99    99.0     360   0.321     6.1     3.9  2022 05 16 23 11 33.84
  56.209  27.490    13.6     3.2      99      99    99.0     360   0.408     5.3     3.6  2022 05 16 23 45 18.51
  56.237  27.645    17.4     2.9      99      99    99.0     360   0.051    16.7    10.9  2022 05 19 20 40 53.67
  56.242  27.499    12.3     3.3      99      99    99.0     360   0.496     6.1     4.7  2022 05 25 05 41 17.03
  56.121  27.588    16.5     2.9      99      99    99.0     360   0.291     3.8     2.7  2022 05 27 22 30 01.04
  56.250  27.640     1.9     2.6      99      99    99.0     360   0.331     7.5     3.7  2022 05 28 16 37 42.71
  55.663  27.237     8.7     3.3      99      99    99.0     360   0.858     9.5     5.2  2022 02 17 17 51 59.84
  55.708  27.228     7.5     3.6      99      99    99.0     360   0.858     9.3     5.2  2022 05 27 09 10 10.05
