     LON     LAT   DEPTH     MAG    PHUSD   NO_ST   MIND     GAP     RMS     SEH     SEZ  YYYY MM DD HH MN SEC
  56.230  27.664     9.3     3.5      99      99    99.0     360   0.573     3.8     3.4  2022 02 07 11 06 26.39
  56.228  27.502    16.5     3.7      99      99    99.0     360   0.581     4.8     3.0  2022 02 07 23 55 59.15
  56.225  27.512    11.9     2.8      99      99    99.0     360   0.302     6.3     4.0  2022 02 08 00 08 02.16
  56.178  27.525    11.6     3.4      99      99    99.0     360   0.378     3.6     2.5  2022 02 09 23 07 27.87
  56.128  27.583     9.1     3.4      99      99    99.0     360   0.374     4.1     3.1  2022 02 10 14 43 16.46
  56.161  27.589     7.3     2.6      99      99    99.0     360   0.261     4.3     3.6  2022 02 14 13 12 46.67
  56.222  27.453    17.0     4.0      99      99    99.0     360   0.336     3.0     2.0  2022 02 16 02 09 03.31
  56.325  27.463    30.5     4.4      99      99    99.0     360   0.336     4.9     2.6  2022 02 22 19 55 43.47
  56.203  27.552    13.2     2.9      99      99    99.0     360   0.318     4.3     2.9  2022 02 23 17 04 57.79
  56.170  27.548    14.2     3.4      99      99    99.0     360   0.453     3.6     2.5  2022 02 24 01 48 34.81
  56.149  27.539    17.9     4.1      99      99    99.0     360   0.179     4.7     4.1  2022 02 24 03 30 17.85
  56.200  27.526    13.2     3.4      99      99    99.0     360   0.388     3.6     5.1  2022 02 28 03 41 30.03
  56.215  27.477    18.0     4.3      99      99    99.0     360   0.318     3.3     2.0  2022 03 08 23 21 39.03
  56.214  27.457    18.0     2.9      99      99    99.0     360   0.175     3.4     2.1  2022 03 08 23 44 30.19
  56.268  27.551    23.3     2.9      99      99    99.0     360   0.207     4.8     3.2  2022 03 13 18 24 12.17
  56.228  27.590     7.5     2.8      99      99    99.0     360   0.446     4.7     5.3  2022 03 15 00 14 09.69
  56.121  27.533    14.9     2.9      99      99    99.0     360   0.360     4.4     3.5  2022 03 16 05 17 10.10
  56.171  27.531    15.0     2.9      99      99    99.0     360   0.293     3.1     2.1  2022 03 22 00 55 54.42
  56.144  27.594     9.7     2.9      99      99    99.0     360   0.242     3.3     2.9  2022 03 22 10 03 05.07
  56.188  27.635     2.7     2.6      99      99    99.0     360   0.681     7.8     6.5  2022 03 24 17 41 24.64
  56.146  27.578    14.1     2.8      99      99    99.0     360   0.300     5.6     5.0  2022 03 25 03 12 00.15
  56.177  27.527    14.3     3.7      99      99    99.0     360   0.350     3.3     2.2  2022 04 07 14 16 39.34
  56.048  27.564    23.2     4.1      99      99    99.0     360   0.513     7.4     5.0  2022 04 14 07 41 08.60
  55.996  27.511    13.7     3.6      99      99    99.0     360   0.391     3.4     2.6  2022 04 23 21 30 35.82
  55.980  27.485    14.0     2.7      99      99    99.0     360   0.248     3.7     2.7  2022 04 24 00 33 06.30
  55.987  27.460    18.5     2.9      99      99    99.0     360   0.294     4.3     3.1  2022 04 24 16 18 25.21
  56.047  27.559     9.7     3.4      99      99    99.0     360   0.279     5.4     3.7  2022 04 27 03 03 09.08
  56.260  27.589    16.2     3.2      99      99    99.0     360   0.281     3.6     3.0  2022 05 16 23 11 33.88
  56.207  27.491    13.6     3.2      99      99    99.0     360   0.354     3.6     2.3  2022 05 16 23 45 18.53
  56.231  27.646    17.7     2.9      99      99    99.0     360   0.192     7.1     5.5  2022 05 19 20 40 53.65
  56.214  27.585    13.4     2.9      99      99    99.0     360   0.260     3.5     2.4  2022 05 27 22 30 01.32
  56.252  27.639     1.8     2.6      99      99    99.0     360   0.330     6.9     3.0  2022 05 28 16 37 42.70
  55.663  27.237     8.7     3.3      99      99    99.0     360   0.858     9.5     5.2  2022 02 17 17 51 59.84
  55.708  27.228     7.5     3.6      99      99    99.0     360   0.858     9.3     5.2  2022 05 27 09 10 10.05
