                        ORT     Lon     Lat     Dep  Mag Nus NuP NuS   ADS   MDS GAP RMS   ERH    ERZ
2018-01-01T04:06:01.300000Z  51.020  36.969  11.000  1.9   9   9   2 154.4  50.0 229 NaN   5.0    NaN
2018-01-01T08:18:09.800000Z  53.222  35.562   8.600  1.3   5   5   0  90.0  31.0 177 NaN   1.6   31.0
2018-01-01T20:19:30.900000Z  53.174  36.065  10.000  1.4   3   3   1  51.2  33.0 281 NaN   NaN    NaN
2018-01-02T12:47:13.600000Z  53.087  35.502  10.000  1.2   5   4   1  69.0  18.0 119 NaN   3.8  100.0
2018-01-02T21:53:20.100000Z  51.214  35.162  19.800  1.9   1  11   1 132.5  31.0  85 NaN   2.5   34.0
2018-01-02T22:59:28.600000Z  49.710  35.556   8.000  2.3   9   9   1 122.2  26.0 123 NaN   3.7   45.0
2018-01-03T00:29:45.800000Z  49.715  35.543  10.000  2.7   8   8   1 110.3  25.0 150 NaN   4.6   75.0
2018-01-03T19:48:55.500000Z  50.965  35.781  14.000  1.9   6   5   4  78.0  29.0 117 NaN   3.1   77.0
2018-01-04T10:28:33.400000Z  53.281  36.818  12.000  2.7   8   8   2 120.8  60.0 230 NaN   3.6  268.0
2018-01-04T12:22:42.000000Z  51.191  35.732  10.000  1.8   3   3   2  51.6  21.0 337 NaN  25.8  990.0
2018-01-04T18:20:49.200000Z  52.288  35.346   8.800  2.1   9   9   0 100.0  35.0  96 NaN   2.3   48.0
2018-01-05T08:07:20.700000Z  50.185  35.384   8.000  2.2   3  13   0 150.3  23.0  87 NaN   2.9   49.0
2018-01-05T15:31:29.600000Z  52.895  37.047   8.000  1.8   7   7   1 134.2 102.0 245 NaN   8.5  206.0
2018-01-05T15:33:33.000000Z  50.436  34.710  10.000  1.6   4   4   1  91.6  59.0 189 NaN  10.6 1245.0
2018-01-06T05:15:26.700000Z  49.487  36.815   6.600  1.8   4   4   1  91.0  31.0 177 NaN  11.7  110.0
2018-01-07T11:41:21.800000Z  51.866  35.541  11.000  1.2   4   4   0  74.0  16.0 243 NaN   NaN    NaN
2018-01-07T15:32:30.900000Z  50.757  35.642  10.000  1.9   5   5   3  68.4   9.0 152 NaN   4.5   41.0
2018-01-07T21:25:28.800000Z  50.499  36.544  12.000  2.5   9   9   2 113.5  50.0 122 NaN   3.2  302.0
2018-01-08T07:55:23.000000Z  52.400  35.370  11.000  1.4   5   5   0  64.6  40.0 102 NaN   3.6    NaN
2018-01-08T09:44:15.400000Z  52.709  36.541  12.000  1.8   8   8   0 100.4  47.0 183 NaN   0.4    NaN
2018-01-08T12:43:47.100000Z  49.490  37.040   8.000  2.3   5   5   1 113.5  46.0 161 NaN   7.1   66.0
2018-01-10T00:15:44.300000Z  53.243  35.554  13.600  1.7   6   6   1  84.9  32.0 176 NaN   1.6   25.0
2018-01-10T03:48:43.400000Z  53.245  35.585  12.000  2.0   6   6   1  83.1  34.0 137 NaN   4.6  223.0
2018-01-10T04:51:37.900000Z  53.241  35.564   9.000  1.4   5   4   1  63.8  33.0 134 NaN   4.3    NaN
2018-01-10T06:48:55.700000Z  53.244  35.589  10.700  1.4   4   4   1  57.4  35.0 185 NaN   3.0  126.0
2018-01-10T07:46:46.000000Z  52.312  35.376  16.000  2.8   1  11   0  96.0  34.0 142 NaN   0.6    NaN
2018-01-11T00:38:48.100000Z  52.093  36.420   6.000  2.4   8   8   0  92.2  30.0 169 NaN   2.3   84.0
2018-01-11T12:32:17.700000Z  50.349  34.133   8.400  2.0   0  10   1 142.4 102.0 111 NaN   2.9  196.0
2018-01-11T12:54:27.200000Z  50.976  35.762  10.000  1.5   5   5   1  68.8  29.0 209 NaN   7.6   94.0
2018-01-11T13:21:30.100000Z  53.228  35.544  15.000  2.3   8   8   1  86.8  30.0 130 NaN   2.9   69.0
2018-01-11T17:17:06.700000Z  52.322  35.360  10.000  1.6   6   6   1  65.4  36.0  96 NaN   2.1  123.0
2018-01-11T21:29:21.800000Z  53.241  35.555  18.700  2.1   6   6   1  72.0  32.0 134 NaN   2.6   31.0
2018-01-11T21:30:37.300000Z  53.237  35.589  16.900  1.7   5   5   0  72.0  34.0 137 NaN   NaN    NaN
2018-01-11T22:11:23.100000Z  53.242  35.536  10.000  1.8   5   5   1  72.0  31.0 143 NaN   6.5  152.0
2018-01-12T00:28:46.100000Z  53.244  35.568  12.000  1.9   5   5   1  72.5  33.0 180 NaN   6.7  585.0
2018-01-12T04:39:53.600000Z  52.923  36.542  18.000  1.9   5   4   1  90.2  52.0 188 NaN   3.9  184.0
2018-01-12T07:22:23.200000Z  52.389  35.365  10.000  1.7   5   5   1  62.5  40.0 101 NaN   4.9  613.0
2018-01-12T12:16:13.600000Z  50.998  35.756  10.600  2.2   3  13   0 124.6   3.0 137 NaN   3.4   25.0
2018-01-12T13:39:29.100000Z  50.626  34.120   9.600  1.7   1  11   0 149.8  83.0 103 NaN   2.5   35.0
2018-01-12T14:16:41.200000Z  53.573  36.294   8.000  1.7   7   7   1  95.5  33.0 137 NaN   3.4  124.0
2018-01-12T14:26:22.700000Z  53.204  35.546  16.000  1.9   8   7   1  92.1  29.0 116 NaN   4.3  129.0
2018-01-12T16:16:13.600000Z  53.241  35.605  12.000  1.7   6   6   0  95.2  36.0 188 NaN   0.9    NaN
2018-01-12T16:47:58.600000Z  53.226  35.555  18.400  1.5   6   6   2  95.2  31.0 176 NaN   2.0   42.0
2018-01-12T17:48:44.500000Z  53.604  36.249  10.000  1.5   3   3   1  71.5  35.0 193 NaN   NaN    NaN
2018-01-12T19:58:47.400000Z  50.967  36.705   8.000  2.4   3  13   0 148.4  22.0 151 NaN   3.4   46.0
2018-01-13T03:09:04.400000Z  53.277  36.054  10.000  1.3   3   3   1  55.0  42.0 181 NaN   NaN    NaN
2018-01-13T03:10:01.400000Z  50.926  36.651   8.000  1.8   9   9   0 110.9  19.0 162 NaN   2.8   49.0
2018-01-13T07:00:02.700000Z  53.140  35.892   8.000  2.4   1  11   0 132.4  37.0 154 NaN   2.6   34.0
2018-01-13T09:13:38.900000Z  50.926  35.686  17.100  2.0   8   8   1  81.8   8.0 102 NaN   1.7   15.0
2018-01-13T17:58:21.300000Z  53.701  35.844   8.000  2.3   7   7   0 104.7  46.0 146 NaN   4.0  107.0
2018-01-14T04:43:46.600000Z  53.983  34.983  12.200  1.9   5   5   1 154.5  54.0 243 NaN  11.5   84.0
2018-01-14T04:52:28.400000Z  49.395  36.828   6.000  2.4   5   5   1 105.7  39.0 176 NaN   3.9   72.0
2018-01-14T14:32:36.100000Z  53.692  35.165   7.500  1.8   8   8   1 121.1  39.0 197 NaN   5.5  181.0
2018-01-14T15:39:39.000000Z  52.276  35.298  11.300  1.5   9   9   1 103.0  38.0 100 NaN   3.2   50.0
2018-01-14T23:02:43.100000Z  53.238  35.572  18.000  1.7   7   6   1  90.1  33.0 135 NaN   1.4   37.0
2018-01-14T23:11:12.500000Z  53.717  35.200  19.600  1.8   6   6   1 106.7  35.0 204 NaN   2.9   23.0
2018-01-14T23:32:37.100000Z  49.956  34.046  10.000  1.6   6   6   0 142.8 114.0 129 NaN   2.9  114.0
2018-01-15T02:08:04.400000Z  53.823  35.141  13.000  3.2   1  24   0 291.2  37.0  41 NaN   2.3   32.0
2018-01-15T02:17:12.900000Z  53.811  35.167  10.000  1.3   4   5   1  94.0  35.0 271 NaN  30.7  594.0
2018-01-15T02:27:50.600000Z  53.796  35.140  10.000  1.9   7   7   1 117.8  38.0 222 NaN   7.2  116.0
2018-01-15T11:57:32.000000Z  49.740  35.640   4.700  1.9   4   4   1 102.4  31.0 235 NaN   2.4   20.0
2018-01-15T13:50:03.700000Z  52.662  35.751   7.700  4.2   3  63   4 376.0  39.0  48 NaN   1.1   18.0
2018-01-15T14:08:46.200000Z  52.068  35.732  10.000  2.0   6   6   0  88.5  62.0 137 NaN   4.0 1485.0
2018-01-15T23:43:24.200000Z  53.610  36.433  10.000  2.0   5   5   1  67.0  21.0 169 NaN   8.0  187.0
2018-01-16T06:26:31.900000Z  52.731  35.386  10.000  1.1   4   4   1  61.2  21.0 110 NaN   2.0   88.0
2018-01-16T08:37:07.300000Z  49.210  35.299  13.000  1.7   4   4   1  85.0  53.0 197 NaN   1.3  111.0
2018-01-16T11:01:50.500000Z  52.713  35.404  11.800  1.1   4   4   1  52.2  22.0 104 NaN   8.8  145.0
2018-01-16T12:36:13.000000Z  52.710  35.376  10.000  1.2   4   4   1  54.0  23.0 112 NaN   9.7  362.0
2018-01-16T12:43:54.800000Z  52.595  35.787  10.000  1.3   4   4   1  67.0  22.0 145 NaN   4.2   81.0
2018-01-16T15:00:53.600000Z  53.379  36.440   8.000  1.7   1  11   0 133.4  38.0 167 NaN   3.5   40.0
2018-01-16T19:33:12.400000Z  52.543  36.139  10.000  1.5   4   4   0  45.8  22.0 163 NaN   NaN    NaN
2018-01-16T21:26:10.400000Z  53.259  35.919   5.000  1.1   6   6   1  76.3  44.0 115 NaN   1.4    NaN
2018-01-17T11:06:44.900000Z  49.838  34.982  14.000  2.0   7   7   3 115.9  48.0 136 NaN   1.8   35.0
2018-01-18T01:00:48.100000Z  51.870  35.160  10.000  1.9   9   9   1  82.8  22.0  83 NaN   2.8   53.0
2018-01-18T10:49:05.400000Z  51.861  35.158  12.600  2.4   0  10   0 101.5  22.0  83 NaN   1.8   27.0
2018-01-18T14:12:18.600000Z  52.818  35.849  10.000  1.6   6   6   2  74.5  24.0 168 NaN   6.0   77.0
2018-01-19T01:08:40.300000Z  53.469  36.011  10.000  1.7   6   5   1  82.5  60.0 116 NaN   6.1  830.0
2018-01-19T05:38:53.900000Z  52.151  35.718   8.000  1.8   4   4   1  66.8  19.0 244 NaN  11.9   51.0
2018-01-19T11:08:19.000000Z  51.888  34.161  10.000  1.6   5   5   1  68.5  31.0 193 NaN   9.4  340.0
2018-01-20T08:14:20.100000Z  53.243  35.551   7.000  1.4   3   3   1  71.0  32.0 292 NaN   NaN    NaN
2018-01-20T18:06:36.900000Z  50.951  35.632  10.000  1.7   6   7   1  69.8  13.0  89 NaN   5.9  105.0
2018-01-20T23:31:05.400000Z  53.914  35.074  10.000  1.9   8   8   1 140.9  44.0 233 NaN   4.7   86.0
2018-01-21T14:22:10.800000Z  50.172  35.358   8.000  2.1   0  10   0 143.4  23.0  88 NaN   1.9   34.0
2018-01-21T20:47:47.700000Z  52.536  34.181  10.000  1.5   6   6   0 101.2  33.0 172 NaN   7.5  360.0
2018-01-21T21:39:05.900000Z  52.616  35.529   8.000  2.9   4  14   1 105.6  18.0  77 NaN   2.4   38.0
2018-01-22T00:06:12.900000Z  52.617  35.563  10.000  1.5   4   4   0  52.0  15.0 143 NaN   NaN    NaN
2018-01-22T04:32:17.300000Z  50.725  36.899   8.000  2.2   7   7   1 125.4  52.0 221 NaN   5.0  153.0
2018-01-22T05:33:20.000000Z  51.061  36.042  14.000  2.2   6  16   4 104.3  34.0  56 NaN   1.2   16.0
2018-01-22T09:11:13.400000Z  53.003  35.500   7.300  1.4   5   5   0  68.4  14.0 212 NaN  16.8  157.0
2018-01-22T12:46:18.200000Z  53.131  35.708   8.000  1.5   9   9   1 105.0  35.0 145 NaN   3.2   51.0
2018-01-22T19:43:41.700000Z  52.102  35.095  10.000  1.7   3   3   0  58.0  36.0 178 NaN   NaN    NaN
2018-01-25T11:31:54.300000Z  50.110  35.495  10.000  2.2   6   6   2 128.8  19.0 110 NaN   6.2  118.0
2018-01-25T12:40:21.100000Z  52.646  35.604  10.000  1.5   3   3   0  35.0  11.0 160 NaN   NaN    NaN
2018-01-25T19:46:18.200000Z  52.626  35.597   9.800  1.3   3   3   1  29.8  13.0 159 NaN   NaN    NaN
2018-01-26T08:16:09.200000Z  50.965  34.459  10.000  2.2   9   9   0 112.7  43.0 163 NaN   2.8   84.0
2018-01-26T13:21:10.400000Z  50.969  34.442  10.000  1.2   3   3   1  75.5  45.0 255 NaN   NaN    NaN
2018-01-26T14:56:09.500000Z  51.925  35.327  16.000  1.6   8   8   1 100.1  29.0 144 NaN   2.8   53.0
2018-01-26T16:54:13.200000Z  53.415  36.512   8.000  2.0   2  12   1 129.8  37.0 181 NaN   2.9   38.0
2018-01-26T23:10:52.300000Z  50.711  34.459  10.000  1.5   8   8   1 117.0  53.0 139 NaN   1.9   71.0
2018-01-26T23:29:32.600000Z  50.732  34.464   8.000  1.8   1  11   1 137.7  52.0 150 NaN   4.0   90.0
2018-01-27T12:39:58.200000Z  53.061  35.894   8.000  4.1   6  55   3 364.1  31.0  92 NaN   1.3   21.0
2018-01-27T15:23:51.600000Z  52.160  34.493  10.000  2.1   9   9   0 113.4  17.0 105 NaN   3.7   34.0
2018-01-28T10:27:38.600000Z  53.798  35.298  10.000  1.8   4   4   0 113.2  22.0 231 NaN   NaN    NaN
2018-01-29T11:31:52.000000Z  52.609  35.555   8.000  2.1   6   6   1  57.4  16.0 111 NaN   1.3  152.0
2018-01-29T21:42:51.300000Z  49.440  36.836  10.000  2.5   0  10   0 184.1  66.0 121 NaN   3.7   50.0
2018-01-29T23:39:52.200000Z  49.430  36.850   8.800  2.1   0  10   0 165.9  66.0 121 NaN   2.9   44.0
2018-01-30T02:10:58.800000Z  53.901  37.412  10.300  2.7   7   7   1 175.5 101.0 231 NaN   7.0   55.0
2018-01-30T13:37:14.900000Z  52.061  35.767   8.000  2.1   3  13   1  93.2  21.0  56 NaN   0.8  137.0
2018-01-30T19:47:04.800000Z  49.946  34.880   8.000  2.5   9   8   3 123.0  58.0 106 NaN   2.3  123.0
2018-01-30T20:32:24.700000Z  53.054  35.894  10.000  1.9   7   7   1  73.0  30.0 143 NaN   1.2   23.0
2018-01-30T22:23:45.500000Z  53.045  36.157  12.000  1.4   4   4   1  52.0  23.0 266 NaN  30.5 1990.0
2018-01-30T23:59:11.100000Z  53.715  37.447   6.800  3.2   0  22   1 332.2 106.0 166 NaN   3.9   86.0
2018-01-31T01:27:22.200000Z  49.199  34.687  10.000  1.7   3   3   1  51.0  16.0 246 NaN   NaN    NaN
2018-01-31T04:48:49.400000Z  52.633  36.331  25.400  1.8   8   8   2  86.8  28.0 231 NaN   3.4   10.0
2018-01-31T12:19:30.800000Z  53.372  35.788  10.000  2.0   3   3   1  74.8  58.0 320 NaN   NaN    NaN
2018-01-31T15:29:37.100000Z  52.977  34.899  12.000  2.2   7   7   1 122.2  54.0 197 NaN   9.0  786.0
2018-02-01T00:58:21.400000Z  53.331  35.749  10.000  1.7   3   3   1  55.0  53.0 223 NaN   NaN    NaN
2018-02-01T14:44:47.600000Z  51.075  34.496   8.000  2.0   5  15   1 140.9  38.0  78 NaN   2.6   44.0
2018-02-01T15:41:17.900000Z  52.325  35.358  10.000  1.1   5   5   0  64.8  36.0  98 NaN   5.8  990.0
2018-02-02T12:14:05.600000Z  50.568  34.275   8.000  2.2   2  12   0 149.2  78.0 125 NaN   2.3   58.0
2018-02-02T17:24:20.100000Z  52.989  35.922  10.000  1.4   4   4   2  50.0  24.0 225 NaN   4.9   66.0
2018-02-03T00:20:15.100000Z  49.125  34.935  10.000  2.1   3   3   2  60.4  13.0 269 NaN  16.9  990.0
2018-02-03T01:05:51.700000Z  52.046  36.461  10.000  2.0   8   8   3  87.8  36.0 173 NaN   4.2  103.0
2018-02-03T09:35:24.600000Z  53.180  35.540   9.000  1.4   6   6   0  90.3  27.0 242 NaN  11.7    NaN
2018-02-03T16:34:49.500000Z  51.821  36.355   8.400  1.5   6   6   1  77.9  24.0 172 NaN   4.0   87.0
2018-02-03T22:25:13.400000Z  53.071  35.864  10.000  1.3   3   3   0  42.3  34.0 235 NaN   NaN    NaN
2018-02-03T22:46:34.100000Z  51.907  36.503  10.000  1.8   6   6   0  79.0  31.0 208 NaN   4.5  171.0
2018-02-04T03:58:30.700000Z  53.545  37.378  11.000  2.3   7   7   1 178.6 101.0 221 NaN   4.3    NaN
2018-02-04T07:11:11.800000Z  52.301  35.386  14.100  2.4   5  15   0 136.6  32.0  89 NaN   1.7   20.0
2018-02-04T11:28:59.000000Z  49.259  34.173  11.000  1.9   6   6   1 116.9  61.0 218 NaN   4.7    NaN
2018-02-04T14:58:03.800000Z  52.124  34.510   8.000  2.1   4  14   1 132.1  21.0  78 NaN   2.1   27.0
2018-02-04T19:05:48.300000Z  52.794  35.314  10.000  1.9   6   6   1  89.9  17.0 122 NaN   3.0   66.0
2018-02-04T19:13:41.300000Z  50.302  36.507  10.000  2.1   4   4   1 100.6  68.0 253 NaN   7.7 1106.0
2018-02-04T20:46:30.600000Z  53.947  34.981  10.000  2.5   6  16   0 196.8  54.0 117 NaN   3.4   38.0
2018-02-05T00:33:19.000000Z  49.484  36.960   9.300  2.7   7   7   0 142.6  56.0 166 NaN   5.8  169.0
2018-02-05T18:24:36.000000Z  52.277  34.516  12.000  1.4   5   5   1  83.5  19.0 222 NaN  26.3  773.0
2018-02-05T18:34:45.400000Z  52.109  34.486  10.000  1.7   7   7   1  91.0  19.0 128 NaN   3.8   43.0
2018-02-05T20:59:54.200000Z  52.143  34.486  14.800  1.6   6   6   0  94.7  17.0 183 NaN   4.7   36.0
2018-02-06T04:39:00.800000Z  52.809  35.967   8.000  1.6   8   8   2  76.9  13.0 112 NaN   1.7   22.0
2018-02-06T21:25:26.000000Z  49.715  35.600   8.000  2.8   1  11   1 139.5  29.0 130 NaN   3.0   58.0
2018-02-07T00:25:25.300000Z  49.063  34.382  10.000  1.4   3   3   1  60.5  46.0 238 NaN   NaN    NaN
2018-02-07T06:10:30.600000Z  51.854  35.798   8.000  1.0   4   4   1  90.0  29.0 274 NaN  14.2  169.0
2018-02-07T08:13:31.500000Z  53.112  35.400   8.000  2.2   7   7   1 112.0  14.0 182 NaN   5.2   58.0
2018-02-07T09:32:18.500000Z  49.195  35.267  15.000  1.6   4   4   1  91.0  50.0 192 NaN   7.1    NaN
2018-02-07T12:01:59.900000Z  53.052  35.621  10.000  1.3   4   3   1  83.5  27.0 231 NaN   NaN    NaN
2018-02-07T13:23:22.100000Z  53.014  35.892   8.000  3.0   7  26   1 247.9  28.0  88 NaN   1.7   22.0
2018-02-08T02:27:18.800000Z  51.579  35.218  10.000  1.4   4   4   1  48.4  28.0 106 NaN   3.8  266.0
2018-02-08T08:49:29.200000Z  50.200  35.329   3.500  1.7   6   6   1  94.6  26.0 106 NaN   2.2   28.0
2018-02-09T06:30:45.800000Z  52.715  35.462  10.000  1.8   4   4   0  69.8  20.0 130 NaN   NaN    NaN
2018-02-09T17:38:44.600000Z  51.863  35.427   7.300  3.6   0  54   0 388.5  23.0  77 NaN   1.3   22.0
2018-02-09T17:57:31.200000Z  53.080  35.880   6.000  1.9   5   5   1  56.8  33.0 238 NaN  11.0    NaN
2018-02-09T22:43:47.100000Z  51.645  35.328  12.000  2.4   1  11   0 125.3  36.0 121 NaN   2.8   45.0
2018-02-10T02:59:20.000000Z  51.445  34.604   9.000  1.4   6   6   0  81.0  44.0 125 NaN   4.0    NaN
2018-02-10T04:06:07.200000Z  53.100  35.438  11.000  2.0   4   4   1 103.6  39.0 220 NaN   6.7    NaN
2018-02-10T18:00:57.000000Z  53.588  36.103   4.600  2.1   8   8   1 104.8  14.0 198 NaN   5.7   45.0
2018-02-10T21:18:38.500000Z  52.020  35.794  10.000  1.8   6   6   1  83.7  24.0 224 NaN   2.3   29.0
2018-02-11T04:50:23.400000Z  52.335  35.335  10.000  1.3   4   4   1  75.2  38.0 137 NaN   5.5  990.0
2018-02-11T10:22:55.400000Z  51.227  34.205  10.000  1.8   4   4   2  81.5  54.0 224 NaN   6.0  356.0
