# 2018 01 15 02 08 04.400000 35.141 53.823  13.0  3.2 0.0 0.0 0.0        58
ALA  23.620 1.00 Pg
ANAR 34.740 1.00 Pn
ANJ   7.130 1.00 Pg
CHK  48.060 1.00 Pn
DMV  28.580 1.00 Pg
FIR  19.680 1.00 Pg
GLO  26.300 1.00 Pg
KLH  43.760 1.00 Pn
KRSH 33.460 1.00 Pn
MEH  61.020 0.00 Pn
PAY  68.490 1.00 Pn
PRN  30.560 0.00 Pg
QAMS 41.140 0.00 Pn
QOM  39.020 1.00 Pn
RAM  57.400 1.00 Pn
SFB  28.300 1.00 Pg
SFR  61.510 1.00 Pn
TKDS 51.200 1.00 Pn
TPRV 52.260 1.00 Pn
ZEF  43.100 1.00 Pn
MND  41.320 1.00 Pn
SBZV 53.100 1.00 Pn
TBJM 80.780 1.00 Pn
AFRZ 71.240 1.00 Pn
# 2018 01 15 02 17 12.900000 35.167 53.811  10.0  1.3 0.0 0.0 0.0        59
ANJ   6.810 1.00 Pg
ANJ  11.210 1.00 Sg
DMV  28.320 1.00 Pg
FIR  19.380 1.00 Pg
LAS  16.980 0.00 Pg
ALA  23.960 1.00 Pg
# 2018 01 15 02 27 50.600000 35.140 53.796  10.0  1.9 0.0 0.0 0.0        60
ANJ   7.170 1.00 Pg
ANJ  11.990 1.00 Sg
DMV  28.920 1.00 Pg
FIR  19.620 1.00 Pg
GLO  26.700 1.00 Pg
LAS  13.600 1.00 Pg
SFB  28.440 1.00 Pg
VRN  32.400 1.00 Pg
# 2018 01 15 11 57 32.000000 35.640 49.740   4.7  1.9 0.0 0.0 0.0        61
HAGD 19.680 1.00 Pg
MHD  15.640 1.00 Pg
QAMS 41.820 1.00 Pn
RAZ   6.300 1.00 Pg
RAZ  10.280 1.00 Sg
# 2018 01 15 13 50 03.700000 35.751 52.662   7.7  4.2 0.0 0.0 0.0        62
AFRZ 88.060 0.00 Pn
AKL  78.110 1.00 Pn
ALA   7.000 1.00 Pg
AMD1 26.860 0.00 Pg
ANAR 45.260 1.00 Pn
ANJ  19.920 1.00 Pg
BAF  75.220 0.00 Pn
BRJ  65.020 0.00 Pn
BZA  66.860 0.00 Pn
DHR  80.980 0.00 Pn
EMG  79.930 0.00 Pn
GAR  55.880 0.00 Pn
GAS1 64.460 0.00 Pn
GHG  81.240 0.00 Pn
GLO  23.240 1.00 Pg
HAGD 50.980 0.00 Pn
HALM 62.160 0.00 Pn
HRS  81.140 0.00 Pn
HSAM 60.580 0.00 Pn
HSB  22.380 1.00 Pg
HSH  72.670 0.00 Pn
JHBN 63.860 0.00 Pn
JRKH 95.440 0.00 Pn
KCHF 76.600 0.00 Pn
KFM  72.000 0.00 Pn
KIA  18.040 1.00 Pg
KLH  44.940 0.00 Pn
KLNJ 75.960 0.00 Pn
KOM  71.620 0.00 Pn
KOO  94.960 0.00 Pn
KRD  86.850 0.00 Pn
LAS   8.680 1.00 Pg
LHJ2 43.680 1.00 Pn
LIN  75.080 0.00 Pn
MEH  73.030 0.00 Pn
MND  45.360 1.00 Pn
MOG  84.140 0.00 Pn
MRD  96.370 0.00 Pn
MZPU 21.400 1.00 Pg
NHDN 113.180 0.00 Pn
PRN  10.740 1.00 Pg
QAMS 40.000 1.00 Pn
QOM  29.500 1.00 Pg
QSDN 49.800 0.00 Pn
RAM  63.420 0.00 Pn
RAZ  40.000 1.00 Pn
SBZV 65.020 1.00 Pn
SFB  26.940 1.00 Pg
SFR  71.970 0.00 Pn
SHB  94.730 0.00 Pn
TBJM 95.460 0.00 Pn
TEG  89.110 0.00 Pn
TEHA 20.000 0.00 Pg
TEH  20.020 1.00 Pg
TKDS 67.120 0.00 Pn
TNSJ 59.960 0.00 Pn
TPRV 68.200 1.00 Pn
VRN  20.820 1.00 Pg
ZEF  48.330 0.00 Pn
ZNGN 63.880 0.00 Pn
MHD  30.320 1.00 Pg
KRSH 33.400 1.00 Pn
KLST 28.280 1.00 Pg
ALA  12.880 1.00 Sg
HSB  38.780 1.00 Sg
KLST 48.820 1.00 Sg
LAS  15.620 1.00 Sg
# 2018 01 15 14 08 46.200000 35.732 52.068  10.0  2.0 0.0 0.0 0.0        63
ALA  13.820 1.00 Pg
LAS  15.680 1.00 Pg
PRN  11.340 1.00 Pg
QOM  23.400 1.00 Pg
VRN  15.800 1.00 Pg
HSB  13.640 1.00 Pg
# 2018 01 15 23 43 24.200000 36.433 53.610  10.0  2.0 0.0 0.0 0.0        64
ALA  15.100 1.00 Pg
GLO   4.600 1.00 Pg
KIA   4.860 1.00 Pg
LAS  22.560 1.00 Pg
PRN  20.000 1.00 Pg
KIA   9.420 1.00 Sg
