   LON    LAT DEPTH MAG NSTUSED NPHASEP NPHASES MIND GAP  RMS SEH  SEZ YYYY MM DD HH MN   SEC
56.145 27.540  23.6 2.7     NaN      41       6  NaN NaN 0.45 3.0  3.8 2021 11 14 19 18 31.36
56.033 27.461  14.1 2.9     NaN      50       6  NaN NaN 0.20 3.1  3.8 2021 11 14 19 30  8.48
56.107 27.540  17.5 3.5     NaN     121      11  NaN NaN 0.45 2.2  2.7 2021 11 14 20  9 49.08
56.018 27.441  12.8 2.9     NaN      63       6  NaN NaN 0.39 3.2  3.5 2021 11 14 20 23 12.00
56.187 27.574   9.7 2.9     NaN      69       0  NaN NaN 0.38 2.9  5.7 2021 11 14 20 41 14.14
56.247 27.534  19.7 2.8     NaN      25       0  NaN NaN 0.34 6.9 11.9 2021 11 14 21 13 31.52
56.141 27.533  16.7 2.7     NaN      76       0  NaN NaN 0.26 1.9  2.6 2021 11 14 21 27 37.72
56.234 27.626  11.0 2.9     NaN      45       0  NaN NaN 0.27 3.2  6.3 2021 11 14 21 33 35.94
56.201 27.568  15.0 3.2     NaN      90       5  NaN NaN 0.36 2.0  2.7 2021 11 14 22 13 17.52
56.204 27.583  14.9 3.4     NaN      99       2  NaN NaN 0.42 1.7  2.7 2021 11 14 22 48 53.48
56.165 27.542  14.6 2.9     NaN      52       4  NaN NaN 0.33 2.2  2.7 2021 11 15  0 32 24.87
56.262 27.611   8.1 2.7     NaN      40       0  NaN NaN 0.25 2.9  3.6 2021 11 15  0 53 52.05
56.045 27.606   7.4 2.9     NaN      16       3  NaN NaN 0.45 5.5  8.9 2021 11 15  1  7  9.36
55.989 27.448  15.8 2.9     NaN      43       5  NaN NaN 0.22 3.3  4.0 2021 11 15  1 23 24.10
56.024 27.544  12.3 3.4     NaN      73       3  NaN NaN 0.46 3.4  6.3 2021 11 15  1 41 28.26
56.172 27.498  21.4 2.9     NaN      45       8  NaN NaN 0.28 2.9  4.5 2021 11 15  1 45 29.38
56.292 27.589  16.7 2.8     NaN      45       0  NaN NaN 0.20 2.7  3.6 2021 11 15  1 59 51.92
56.123 27.602   5.1 4.2     NaN      58       0  NaN NaN 0.43 3.0  4.5 2021 11 15  2  2 27.28
56.030 27.539   8.7 2.8     NaN      52       5  NaN NaN 0.35 4.4  8.2 2021 11 15  2 45 22.33
56.159 27.630  11.2 3.7     NaN      67       1  NaN NaN 0.28 2.1  3.0 2021 11 15  2 53 43.44
56.061 27.611   7.5 3.3     NaN      44       3  NaN NaN 0.41 4.8  8.1 2021 11 15  3  4 38.18
56.217 27.482  17.3 3.9     NaN      82       0  NaN NaN 0.23 1.9  2.2 2021 11 15  3 14 35.84
56.106 27.537  18.4 3.1     NaN      74       0  NaN NaN 0.25 2.3  3.1 2021 11 15  3 55 19.46
56.192 27.538  12.7 3.3     NaN      84       0  NaN NaN 0.25 2.2  3.3 2021 11 15  4 13 32.22
56.162 27.495  16.0 3.4     NaN      49       5  NaN NaN 0.49 1.9  2.5 2021 11 15  5  4 32.58
56.193 27.599   1.1 2.9     NaN      35       0  NaN NaN 0.28 4.2  4.9 2021 11 15  5 58 25.25
56.205 27.570  16.0 3.3     NaN      87       0  NaN NaN 0.31 1.5  2.5 2021 11 15  6 43 48.26
56.054 27.581  10.3 2.9     NaN      25       0  NaN NaN 0.33 5.0  5.0 2021 11 15  7 10 25.92
56.251 27.537  14.4 3.7     NaN     115       2  NaN NaN 0.45 3.1  5.1 2021 11 15  7 44 54.50
56.243 27.520  17.8 2.9     NaN      26       0  NaN NaN 0.57 5.5  6.0 2021 11 15  8 18 13.19
56.179 27.572  14.0 2.9     NaN      51       2  NaN NaN 0.47 2.6  4.9 2021 11 15  9 14 13.05
56.239 27.561  18.9 3.2     NaN      97       7  NaN NaN 0.41 2.2  4.3 2021 11 15  9 45 23.73
56.144 27.603  12.4 2.7     NaN      81      11  NaN NaN 0.49 2.0  2.9 2021 11 15  9 55  1.91
56.236 27.631   9.6 2.8     NaN      65       7  NaN NaN 0.40 1.9  3.0 2021 11 15 10 14 18.31
56.187 27.572  18.3 2.9     NaN      85       8  NaN NaN 0.32 2.1  3.4 2021 11 15 10 52 25.34
56.141 27.514  10.2 3.5     NaN      92       8  NaN NaN 0.51 2.8  3.2 2021 11 15 11 24 14.97
56.195 27.648   0.8 2.8     NaN      30       4  NaN NaN 0.34 2.7  4.5 2021 11 15 12 21 30.53
56.188 27.577  12.5 2.9     NaN      89       4  NaN NaN 0.37 2.0  3.3 2021 11 15 13  7 48.62
56.227 27.559   7.3 2.9     NaN      96       0  NaN NaN 0.22 2.2  3.1 2021 11 15 13 28 14.48
56.161 27.572  18.6 5.0     NaN     102      11  NaN NaN 0.34 1.6  1.9 2021 11 15 13 36 11.41
56.122 27.634   8.9 2.7     NaN      71       7  NaN NaN 0.29 2.5  3.6 2021 11 15 13 48 53.06
56.142 27.520  16.0 3.3     NaN     114      12  NaN NaN 0.41 2.2  3.3 2021 11 15 14 24 52.72
56.139 27.511  17.3 2.9     NaN      80       8  NaN NaN 0.37 2.4  3.5 2021 11 15 14 37 32.22
56.189 27.508  22.7 2.9     NaN      28       3  NaN NaN 0.34 8.1 13.7 2021 11 15 14 38 52.50
56.151 27.608   2.7 2.8     NaN      48       0  NaN NaN 0.28 2.8  3.3 2021 11 15 14 47 46.10
56.196 27.507  14.1 2.9     NaN      64       6  NaN NaN 0.42 2.0  2.8 2021 11 15 15  2 22.16
56.184 27.556  13.3 2.8     NaN      67       0  NaN NaN 0.32 2.2  3.8 2021 11 15 15 49 37.86
56.138 27.653   5.6 2.6     NaN      63       9  NaN NaN 0.40 2.7  3.8 2021 11 15 16  3 24.24
56.186 27.549  14.9 3.8     NaN      84       3  NaN NaN 0.42 2.6  3.4 2021 11 15 16 42 43.05
56.130 27.516   2.4 2.8     NaN      10       0  NaN NaN 0.42 8.3 11.1 2021 11 15 16 52  3.76
56.197 27.611   2.7 2.5     NaN      37       5  NaN NaN 0.31 2.5  3.7 2021 11 15 17  4 22.58
56.197 27.552  12.6 2.9     NaN     128       5  NaN NaN 0.37 2.1  3.2 2021 11 15 17 22 19.56
56.236 27.546  18.6 4.3     NaN     107      13  NaN NaN 0.40 1.7  2.3 2021 11 15 18  5 38.06
55.981 27.507  14.6 3.5     NaN      61       0  NaN NaN 0.51 3.0  4.0 2021 11 15 18 18 16.08
56.180 27.540   8.2 2.9     NaN      59       0  NaN NaN 0.43 2.4  3.7 2021 11 15 18 23  1.38
56.240 27.550  11.9 2.8     NaN      65       4  NaN NaN 0.27 2.9  4.7 2021 11 15 18 30 43.54
56.179 27.569  11.3 3.7     NaN     100       5  NaN NaN 0.39 2.1  3.3 2021 11 15 19 12 14.04
56.015 27.533   7.4 3.2     NaN      44       0  NaN NaN 0.47 5.5  8.3 2021 11 15 19 31 50.34
56.039 27.490  10.2 2.8     NaN      58       1  NaN NaN 0.42 3.2  5.1 2021 11 15 19 53 15.84
56.164 27.628  20.6 3.3     NaN      76       4  NaN NaN 0.42 1.9  2.2 2021 11 15 20  6 28.92
56.205 27.604   6.7 2.5     NaN      41       7  NaN NaN 0.44 2.6  3.8 2021 11 15 20 14 40.74
56.160 27.617   3.5 2.7     NaN      50       0  NaN NaN 0.29 2.5  2.8 2021 11 15 20 37 55.76
56.174 27.584  14.7 3.3     NaN      64       5  NaN NaN 0.36 2.0  3.1 2021 11 15 21 24 17.60
56.136 27.616   7.3 2.8     NaN      78      11  NaN NaN 0.43 2.9  3.2 2021 11 15 21 37 37.50
56.179 27.618  12.0 2.8     NaN      81       0  NaN NaN 0.28 2.1  3.5 2021 11 15 21 54 40.52
55.959 27.492  15.7 3.1     NaN      45       6  NaN NaN 0.38 3.1  4.2 2021 11 15 22 31 49.92
56.119 27.442  22.4 2.8     NaN      27       0  NaN NaN 0.20 4.1  5.2 2021 11 15 22 34 55.80
56.094 27.611   6.8 3.1     NaN      50       2  NaN NaN 0.46 3.7  6.8 2021 11 15 22 51 21.42
56.226 27.491  16.3 2.9     NaN      63       0  NaN NaN 0.20 1.8  2.5 2021 11 15 23 47 54.56
56.192 27.498  11.1 2.6     NaN      56       0  NaN NaN 0.24 2.8  4.0 2021 11 15 23 55 12.00
56.185 27.561  14.1 2.9     NaN      95       2  NaN NaN 0.33 2.2  3.2 2021 11 16  0 17 14.90
56.218 27.593   7.2 2.8     NaN      63       1  NaN NaN 0.34 2.5  4.4 2021 11 16  0 48 48.83
56.166 27.551   9.6 2.6     NaN      73       2  NaN NaN 0.37 1.9  3.2 2021 11 16  1 17 17.01
56.048 27.518  13.8 2.9     NaN      87       4  NaN NaN 0.29 2.8  4.9 2021 11 16  1 35  5.04
56.102 27.590  14.3 2.6     NaN      43       5  NaN NaN 0.43 3.5  4.7 2021 11 16  1 58 53.62
56.204 27.637   2.1 2.9     NaN      24       3  NaN NaN 0.42 3.1  6.7 2021 11 16  2  4 37.22
56.182 27.510  17.0 2.7     NaN      92       0  NaN NaN 0.27 2.2  3.1 2021 11 16  2  9 29.96
56.010 27.449  22.2 2.8     NaN      32       3  NaN NaN 0.36 4.0  5.6 2021 11 16  2 12 53.64
56.133 27.485  16.6 2.5     NaN      61       5  NaN NaN 0.26 2.5  3.9 2021 11 16  2 21 41.03
56.236 27.655   6.1 2.6     NaN      44       5  NaN NaN 0.32 2.3  4.2 2021 11 16  2 44 14.97
56.140 27.568  19.1 4.1     NaN     108       6  NaN NaN 0.30 2.1  2.9 2021 11 16  5 12 14.02
56.152 27.488  19.7 3.2     NaN      73       9  NaN NaN 0.55 4.1  6.5 2021 11 16  5 56 25.35
56.154 27.601   6.3 2.8     NaN      35       0  NaN NaN 0.24 4.0  8.3 2021 11 16  9  9 52.80
56.162 27.605  13.9 3.7     NaN     106       7  NaN NaN 0.28 2.0  2.5 2021 11 16 10 37 29.46
56.245 27.484  18.8 3.5     NaN      82       4  NaN NaN 0.35 2.1  2.3 2021 11 16 15 35 47.19
56.066 27.500  14.7 2.9     NaN      60       0  NaN NaN 0.28 3.3  4.7 2021 11 16 19  3 13.88
56.158 27.532  14.2 3.9     NaN     122      12  NaN NaN 0.41 2.4  2.7 2021 11 16 19 27 41.76
56.047 27.495  13.6 3.1     NaN     126       7  NaN NaN 0.40 2.7  4.0 2021 11 16 19 33 46.60
56.057 27.503  13.8 2.9     NaN      51       0  NaN NaN 0.26 4.0  6.3 2021 11 16 20  0 48.96
56.144 27.573   4.2 2.7     NaN      52       0  NaN NaN 0.28 3.1  4.6 2021 11 16 20 15 26.72
56.100 27.663  11.6 2.9     NaN      30       0  NaN NaN 0.33 4.4  8.3 2021 11 16 23 38 46.08
56.164 27.440  19.1 2.9     NaN       5       0  NaN NaN 0.15 6.0  8.1 2021 11 17  1  6 26.60
56.195 27.566  18.3 3.7     NaN      98      10  NaN NaN 0.32 1.7  2.3 2021 11 17  1 59 40.31
56.009 27.459  17.5 2.7     NaN      25       0  NaN NaN 0.43 4.9  7.3 2021 11 17  2 21  8.31
56.126 27.537  18.7 3.1     NaN      82      11  NaN NaN 0.47 3.5  5.8 2021 11 17  2 51 34.40
56.134 27.578  12.9 2.7     NaN      52       0  NaN NaN 0.34 3.6  7.6 2021 11 17  3 24 29.49
56.154 27.532  19.2 2.5     NaN      47       5  NaN NaN 0.42 4.4  8.0 2021 11 17  3 49 55.43
56.180 27.598  14.4 3.4     NaN      77       5  NaN NaN 0.39 1.9  2.8 2021 11 17  8 55 10.84
56.214 27.536  11.6 3.2     NaN      54       1  NaN NaN 0.44 2.4  4.0 2021 11 17 12  1 17.24
56.131 27.586  19.2 3.6     NaN      84       5  NaN NaN 0.38 1.3  2.3 2021 11 17 13 42 22.74
56.159 27.628   9.9 2.6     NaN      49       6  NaN NaN 0.40 2.5  3.2 2021 11 17 16 41  1.54
56.223 27.562  15.9 3.5     NaN     119      20  NaN NaN 0.34 1.7  2.5 2021 11 17 18 37 18.56
56.160 27.524  15.6 3.7     NaN     137      11  NaN NaN 0.33 1.7  2.6 2021 11 17 19 29 37.44
56.129 27.597  22.4 2.8     NaN      59       7  NaN NaN 0.21 1.6  2.1 2021 11 17 20 46 36.44
56.197 27.569  11.7 3.2     NaN      77       5  NaN NaN 0.31 1.9  3.7 2021 11 17 21  8 35.32
56.160 27.581  16.4 3.3     NaN     103       7  NaN NaN 0.38 1.4  2.2 2021 11 17 21 31 58.38
56.226 27.563  13.8 3.0     NaN     105      11  NaN NaN 0.27 1.6  2.3 2021 11 17 23 20 25.80
56.177 27.579  12.5 3.3     NaN     129       0  NaN NaN 0.28 1.7  2.7 2021 11 17 23 53 46.48
56.077 27.553  13.0 3.2     NaN      32       0  NaN NaN 0.65 3.8  5.8 2021 11 18  1 50 47.49
56.269 27.513  16.3 3.4     NaN      92       7  NaN NaN 0.33 2.2  3.0 2021 11 18  2 18 15.12
56.251 27.596   1.4 2.6     NaN      14       1  NaN NaN 0.27 3.7  5.9 2021 11 18  4 30 33.73
56.186 27.642  17.2 2.6     NaN      38       0  NaN NaN 0.34 3.6  6.8 2021 11 18  4 57 11.70
56.243 27.571   5.9 2.8     NaN      40       0  NaN NaN 0.17 2.8  4.6 2021 11 18  5 46 26.66
56.166 27.529  13.8 3.4     NaN      90       4  NaN NaN 0.41 2.3  3.0 2021 11 18 12  2 51.48
56.247 27.549   9.5 2.8     NaN      51       8  NaN NaN 0.28 3.0  3.8 2021 11 18 13  7  7.18
56.098 27.535  15.0 4.3     NaN     107      11  NaN NaN 0.39 2.1  3.3 2021 11 18 16 10 42.26
56.185 27.580   1.3 2.7     NaN       8       2  NaN NaN 0.63 5.5 10.8 2021 11 18 18 55 41.68
56.048 27.423  15.3 2.7     NaN      34       0  NaN NaN 0.23 3.4  3.8 2021 11 18 19 10  4.80
56.118 27.538  13.8 2.9     NaN      56       6  NaN NaN 0.56 2.5  3.8 2021 11 18 19 28 24.76
56.207 27.510  13.5 2.7     NaN      64       0  NaN NaN 0.17 2.5  3.4 2021 11 18 20 19  7.86
56.240 27.631  12.4 3.5     NaN      78      10  NaN NaN 0.42 2.0  2.8 2021 11 18 20 50 50.80
56.143 27.530  16.8 3.3     NaN      84       8  NaN NaN 0.47 2.3  3.7 2021 11 18 21 20  6.60
56.318 27.501  22.3 2.7     NaN      39       0  NaN NaN 0.26 4.4  6.9 2021 11 18 21 45 34.46
56.210 27.553  17.4 3.5     NaN     121      17  NaN NaN 0.34 1.7  2.4 2021 11 18 23  5 21.12
56.255 27.539  14.1 2.7     NaN      77       5  NaN NaN 0.49 4.4  6.2 2021 11 19  1 59 44.53
56.228 27.500  17.1 2.8     NaN      61       6  NaN NaN 0.41 2.0  3.2 2021 11 19  2 27 47.92
56.217 27.607  20.2 2.9     NaN      45       1  NaN NaN 0.33 2.3  3.6 2021 11 19  3 18  0.52
56.187 27.601  22.4 2.8     NaN      31       1  NaN NaN 0.30 3.4  5.4 2021 11 19  3 21 40.56
56.163 27.600  15.6 3.6     NaN      94       4  NaN NaN 0.39 1.9  2.5 2021 11 19 10 34 23.85
56.183 27.628   5.6 2.8     NaN      54       8  NaN NaN 0.30 2.2  5.0 2021 11 19 13 28 38.08
56.207 27.587   6.0 2.9     NaN     111       6  NaN NaN 0.39 3.0  5.0 2021 11 19 16 16 55.52
56.210 27.580  16.2 4.0     NaN      77       9  NaN NaN 0.50 1.5  2.4 2021 11 19 18 52  8.70
56.202 27.617  10.6 2.9     NaN      50       0  NaN NaN 0.21 2.2  3.9 2021 11 20  0 51  8.59
56.159 27.529  12.8 3.3     NaN      92      12  NaN NaN 0.39 1.9  2.4 2021 11 20  4 55 55.04
56.166 27.632  17.7 2.7     NaN      45       0  NaN NaN 0.29 2.0  3.2 2021 11 20 18 40 50.36
56.177 27.618  21.9 3.8     NaN      79       8  NaN NaN 0.29 1.4  2.6 2021 11 20 18 44 27.52
56.212 27.545  13.2 3.4     NaN     135       7  NaN NaN 0.36 2.1  3.5 2021 11 20 19 17 57.52
56.188 27.528  13.8 3.5     NaN      77       5  NaN NaN 0.39 2.7  3.5 2021 11 21  5 55 39.05
56.129 27.623  17.9 2.7     NaN      47       0  NaN NaN 0.40 2.3  3.7 2021 11 21 11 43 59.04
56.176 27.627  10.4 2.6     NaN      49       5  NaN NaN 0.43 2.1  3.5 2021 11 21 15 48 12.96
56.165 27.514  14.2 2.9     NaN      72       4  NaN NaN 0.34 2.1  3.2 2021 11 21 19 55 27.76
55.988 27.504  15.5 3.4     NaN     112       6  NaN NaN 0.34 3.1  4.1 2021 11 21 22 51  5.80
55.991 27.393  20.9 2.9     NaN      17       1  NaN NaN 0.31 4.3  6.7 2021 11 22  0 17 18.17
56.175 27.591   9.4 2.6     NaN     103       4  NaN NaN 0.36 2.1  4.0 2021 11 22  1 41 30.70
56.182 27.537  14.7 2.9     NaN     119      11  NaN NaN 0.48 1.6  2.4 2021 11 22  2 18  7.02
56.153 27.589  15.5 3.7     NaN      83       8  NaN NaN 0.30 1.5  2.6 2021 11 22  3 29 36.05
56.279 27.657   7.7 2.8     NaN      32       0  NaN NaN 0.29 2.3  3.9 2021 11 22 20 16  0.46
56.194 27.631   4.3 3.2     NaN      63       0  NaN NaN 0.38 2.3  2.8 2021 11 23  2 29  7.97
56.258 27.513  15.5 3.4     NaN      82       7  NaN NaN 0.36 2.4  3.2 2021 11 23  8 15 24.79
56.229 27.520  17.8 2.8     NaN      54       8  NaN NaN 0.42 1.9  2.6 2021 11 23 16 49 16.95
56.158 27.597   9.6 2.9     NaN      51       0  NaN NaN 0.40 2.3  3.6 2021 11 24  0 14 42.39
56.098 27.547  12.9 3.4     NaN      97       9  NaN NaN 0.44 2.2  3.1 2021 11 24  2 34 25.96
56.187 27.589  25.9 2.7     NaN      27       0  NaN NaN 0.29 1.9  2.7 2021 11 24 16 25 54.46
56.166 27.612   8.1 2.8     NaN      60       0  NaN NaN 0.32 2.6  4.5 2021 11 25  6 34 21.58
56.165 27.498  16.4 2.8     NaN      59       0  NaN NaN 0.19 2.3  3.1 2021 11 25 10 53 53.03
56.251 27.557  16.3 3.8     NaN     154      11  NaN NaN 0.35 1.7  2.7 2021 11 25 11  2 56.75
56.294 27.587   8.7 3.1     NaN       5       0  NaN NaN 0.16 7.3  9.8 2021 11 25 21 49 31.32
56.206 27.597  16.9 3.8     NaN     114       8  NaN NaN 0.37 1.7  2.9 2021 11 26  5 57 39.36
56.205 27.546  13.4 3.4     NaN     103      12  NaN NaN 0.37 1.8  2.2 2021 11 26 21 29 40.12
56.132 27.559  15.5 3.1     NaN     103       0  NaN NaN 0.34 1.9  2.9 2021 11 26 23  1  3.16
56.123 27.550   9.4 2.8     NaN      45       0  NaN NaN 0.24 4.2  7.7 2021 11 27  0 31 29.47
56.211 27.548   8.3 3.4     NaN      47       1  NaN NaN 0.34 2.9  4.0 2021 11 27 23 42 17.50
56.124 27.706   7.8 2.9     NaN      24       0  NaN NaN 0.39 5.4  9.7 2021 11 28  9 18 14.89
56.156 27.595  16.9 4.0     NaN     108       5  NaN NaN 0.33 1.3  2.2 2021 11 28 17 14 43.54
56.234 27.494  12.4 2.8     NaN      53       0  NaN NaN 0.26 3.4  5.7 2021 11 28 20 54 31.52
56.198 27.558  13.2 2.8     NaN      63       0  NaN NaN 0.26 2.3  4.2 2021 11 29  0  2  2.91
56.166 27.435  18.9 2.8     NaN      51       4  NaN NaN 0.27 2.3  3.2 2021 11 29 20 31 56.28
56.236 27.526  17.9 3.4     NaN     104      14  NaN NaN 0.43 2.1  2.9 2021 11 29 21  2 42.24
56.284 27.542  18.0 3.8     NaN     137       7  NaN NaN 0.33 1.8  2.8 2021 11 30  3 47 46.25
56.165 27.567  12.2 2.9     NaN      96       8  NaN NaN 0.34 1.7  2.8 2021 11 30  5  4 56.43
56.075 27.498  19.9 2.9     NaN      51       5  NaN NaN 0.46 3.0  4.6 2021 11 30 14 56 20.14
56.292 27.596  11.5 2.6     NaN      39       0  NaN NaN 0.38 3.4  4.5 2021 11 30 19  5 21.82
56.141 27.543  11.8 2.9     NaN      57       4  NaN NaN 0.33 2.2  3.7 2021 11 30 19 36 23.24
56.126 27.490  18.0 2.8     NaN      48       6  NaN NaN 0.42 2.7  3.9 2021 11 30 19 44 34.68
56.202 27.557  12.4 3.2     NaN     141       8  NaN NaN 0.38 1.9  3.1 2021 11 30 22 44 37.38
56.103 27.582  15.7 2.7     NaN      66       0  NaN NaN 0.34 2.0  3.8 2021 11 30 23 54 27.84
56.147 27.562  17.4 3.4     NaN      80       7  NaN NaN 0.37 2.7  4.4 2021 12  1  1 42 32.84
56.142 27.601   8.3 2.5     NaN      76       5  NaN NaN 0.52 2.7  4.1 2021 12  1  2 12 44.87
56.189 27.570  12.8 3.2     NaN     115      12  NaN NaN 0.37 1.9  3.4 2021 12  1  4 53 16.73
56.188 27.578  10.0 2.7     NaN     126       6  NaN NaN 0.30 1.9  3.7 2021 12  1  6 31 43.49
56.186 27.653   3.9 3.2     NaN      30       0  NaN NaN 0.35 4.6  9.5 2021 12  3  6 20 15.00
56.238 27.582  17.3 3.4     NaN     124       7  NaN NaN 0.35 1.6  2.5 2021 12  3 20  6 13.54
56.228 27.576  17.3 2.7     NaN     113       8  NaN NaN 0.31 1.7  2.5 2021 12  5 19 52 57.60
56.167 27.551  13.0 3.1     NaN     140       8  NaN NaN 0.39 1.6  2.4 2021 12  5 20 27 23.28
56.208 27.604  17.1 3.6     NaN      66       0  NaN NaN 0.45 2.4  3.0 2021 12  6  8  4 20.54
56.231 27.567  17.5 2.9     NaN     104      13  NaN NaN 0.26 1.5  2.1 2021 12  6 17 10  5.12
56.110 27.586  15.8 3.3     NaN     132       0  NaN NaN 0.41 1.5  2.9 2021 12  7 19 40 14.80
56.173 27.600  23.1 3.6     NaN      61       3  NaN NaN 0.28 1.7  2.4 2021 12  7 23  7 20.22
56.065 27.540  14.9 3.6     NaN      97       0  NaN NaN 0.55 2.7  4.2 2021 12 10 11 59 49.44
56.226 27.523  17.2 4.3     NaN      61       5  NaN NaN 0.42 2.0  2.4 2021 12 10 17 33 31.56
56.115 27.586   5.1 2.8     NaN      50       2  NaN NaN 0.36 3.8  4.1 2021 12 11  8 28  9.69
56.218 27.573   7.8 2.8     NaN      50       0  NaN NaN 0.21 2.9  4.7 2021 12 11 16  7 23.15
56.308 27.477  23.0 2.9     NaN       5       0  NaN NaN 0.27 4.0  5.6 2021 12 13  4 23 20.08
56.157 27.549  14.0 3.4     NaN      79       5  NaN NaN 0.36 2.0  2.3 2021 12 13  5 12 42.63
56.172 27.494  22.6 3.6     NaN      67       0  NaN NaN 0.52 5.3  8.7 2021 12 13  6 15 28.18
56.227 27.592  16.6 3.4     NaN     119       0  NaN NaN 0.48 2.0  3.7 2021 12 13 16 35 53.45
56.157 27.545  15.6 2.7     NaN      89       8  NaN NaN 0.36 1.8  2.7 2021 12 13 22 39 27.02
56.130 27.596  15.6 4.0     NaN      80       0  NaN NaN 0.28 1.6  2.7 2021 12 14 15 34 53.81
56.220 27.591  13.7 2.9     NaN      69       2  NaN NaN 0.42 1.9  2.9 2021 12 14 20 38 38.28
56.226 27.602  10.0 3.6     NaN      85      13  NaN NaN 0.33 2.8  4.8 2021 12 15  0 55 12.59
56.212 27.598   9.0 2.8     NaN      59       6  NaN NaN 0.52 2.4  3.5 2021 12 16 21 24 41.52
56.183 27.579  12.4 2.9     NaN      55       0  NaN NaN 0.23 1.9  3.4 2021 12 17  3 13 37.84
56.256 27.525  24.0 3.4     NaN      50       3  NaN NaN 0.53 3.3  4.7 2021 12 19 14 32  2.09
56.237 27.571  19.4 4.6     NaN      73      14  NaN NaN 0.39 1.5  2.4 2021 12 21 16 36 12.20
56.246 27.574  16.7 3.2     NaN     111      14  NaN NaN 0.34 1.6  2.5 2021 12 21 18 55  8.66
56.217 27.569  12.9 2.9     NaN      53       5  NaN NaN 0.46 2.2  3.6 2021 12 23 15 47 23.32
56.223 27.505  11.8 2.9     NaN      60       0  NaN NaN 0.26 3.3  4.5 2021 12 26  9 35 30.86
56.180 27.601   7.8 2.7     NaN     124       0  NaN NaN 0.29 2.1  3.5 2021 12 27  5 39 34.09
56.254 27.635  12.8 3.2     NaN      81       9  NaN NaN 0.48 2.2  3.5 2021 12 27  7  3 40.11
56.256 27.590  17.6 5.0     NaN     117       4  NaN NaN 0.39 1.7  2.9 2021 12 27  7 31 56.12
56.162 27.621  12.2 3.3     NaN     126       8  NaN NaN 0.30 2.0  2.6 2021 12 28  4 39  8.40
55.988 27.508   8.3 3.4     NaN      44       7  NaN NaN 0.39 4.2  5.9 2022  1  3 21  3 19.60
