20110101  12470590   35.6180    49.0240     12.400   2.20    0.00    0.00   0.00          1
20110101  13023520   35.9190    53.1560      3.400   1.40    0.00    0.00   0.00          2
20110101  14123820   35.1120    49.6730     18.000   1.70    0.00    0.00   0.00          3
20110101  14211000   35.3980    53.1520      5.000   2.30    0.00    0.00   0.00          4
20110101  14321810   35.4040    53.1660      5.000   1.60    0.00    0.00   0.00          5
20110101  15403840   35.3490    53.1590      5.000   1.50    0.00    0.00   0.00          6
20110101  16324990   35.3860    53.1600      3.000   1.60    0.00    0.00   0.00          7
20110101  18542090   35.4290    53.1630     18.000   1.30    0.00    0.00   0.00          8
20110101  18544230   35.4140    53.1650      5.000   1.50    0.00    0.00   0.00          9
20110102   2225220   34.4960    50.7720      5.000   2.50    0.00    0.00   0.00         10
20110102   4541130   36.6480    49.7060     10.000   1.50    0.00    0.00   0.00         11
20110102  12241090   35.3770    52.8170      5.000   1.70    0.00    0.00   0.00         12
20110102  14475080   35.4830    51.8580      9.600   1.60    0.00    0.00   0.00         13
20110103    482370   35.8090    53.2890      7.700   2.80    0.00    0.00   0.00         14
20110103  16495070   35.2830    53.1600     26.800   1.10    0.00    0.00   0.00         15
20110104   9582550   35.3470    50.1290     15.300   2.00    0.00    0.00   0.00         16
20110104  11170780   35.3420    50.1340     15.200   1.50    0.00    0.00   0.00         17
20110104  12035540   36.7120    49.6400      3.100   2.30    0.00    0.00   0.00         18
20110104  13371310   35.7930    52.0200     18.000   1.40    0.00    0.00   0.00         19
20110105    493470   35.3360    52.3060     18.000   0.80    0.00    0.00   0.00         20
20110105   7173510   34.4990    52.6260     14.700   1.50    0.00    0.00   0.00         21
20110105   9445030   35.1140    49.6690      3.300   2.10    0.00    0.00   0.00         22
20110106   9414100   36.0280    50.5910     11.100   1.50    0.00    0.00   0.00         23
20110106  10281960   35.6340    51.4190     16.600   1.50    0.00    0.00   0.00         24
20110106  19301290   34.7070    51.9660      3.500   1.80    0.00    0.00   0.00         25
20110107  11534380   35.8480    53.4290      3.900   1.50    0.00    0.00   0.00         26
20110107  12395510   36.6970    49.6090     13.100   2.30    0.00    0.00   0.00         27
20110108   8045450   35.5480    53.1900     10.000   0.90    0.00    0.00   0.00         28
20110108  11483160   36.5400    50.9790     12.800   2.50    0.00    0.00   0.00         29
20110108  15203010   35.3250    52.4900     21.300   1.60    0.00    0.00   0.00         30
20110108  15264720   34.0470    53.2390     12.900   2.50    0.00    0.00   0.00         31
20110108  18071070   35.7520    52.6520      5.000   2.80    0.00    0.00   0.00         32
20110108  22205440   35.4040    52.2260     17.700   1.30    0.00    0.00   0.00         33
20110108  22351210   36.5520    51.0100      7.900   1.90    0.00    0.00   0.00         34
20110109    360520   35.7210    52.7690     20.300   1.20    0.00    0.00   0.00         35
20110109   2464600   36.5300    52.8930      5.000   1.50    0.00    0.00   0.00         36
20110109   7335880   35.5150    53.2230     12.300   0.80    0.00    0.00   0.00         37
20110109  12194110   35.2370    51.9270     16.200   1.80    0.00    0.00   0.00         38
20110110   7035460   36.6630    50.9950      3.000   2.50    0.00    0.00   0.00         39
20110110  12285600   35.2580    52.1470      5.000   1.60    0.00    0.00   0.00         40
20110110  16491670   35.7360    52.3060      6.700   2.30    0.00    0.00   0.00         41
20110111   1002650   35.7550    52.2700      8.000   2.10    0.00    0.00   0.00         42
20110111  12454650   35.6660    49.5620      6.000   2.40    0.00    0.00   0.00         43
20110112   5370200   36.4520    52.5800     19.800   2.30    0.00    0.00   0.00         44
20110112  14152240   35.7660    51.9820     15.700   1.70    0.00    0.00   0.00         45
20110113     34790   35.4270    52.8190     19.900   1.30    0.00    0.00   0.00         46
20110113   6381040   36.2300    52.6910      8.000   2.50    0.00    0.00   0.00         47
20110113   7353790   37.2360    53.8080     17.000   2.70    0.00    0.00   0.00         48
20110113  15011020   34.3140    52.3440     28.800   1.50    0.00    0.00   0.00         49
20110113  15194710   35.8470    52.9890      7.100   1.60    0.00    0.00   0.00         50
20110113  23093920   35.5640    49.7650      9.800   1.40    0.00    0.00   0.00         51
20110115   8112670   35.3760    53.3760     26.100   1.30    0.00    0.00   0.00         52
20110115   8345770   35.5780    53.2410     14.600   1.20    0.00    0.00   0.00         53
20110116   1090730   35.0170    50.6320      7.500   2.30    0.00    0.00   0.00         54
20110116   3170900   35.3720    53.2690      2.500   2.30    0.00    0.00   0.00         55
20110116  10153470   36.5310    49.7620      3.400   2.30    0.00    0.00   0.00         56
20110116  12014510   36.7930    50.7250      5.800   3.50    0.00    0.00   0.00         57
20110116  17273960   34.9890    50.1050      4.400   3.40    0.00    0.00   0.00         58
20110116  17383720   34.9840    50.1240     12.200   2.40    0.00    0.00   0.00         59
20110116  18170660   35.0460    50.0620     32.100   2.40    0.00    0.00   0.00         60
20110116  20464070   36.9520    50.5460     18.000   2.60    0.00    0.00   0.00         61
20110116  21493950   35.1450    50.1350     17.600   2.60    0.00    0.00   0.00         62
