                        ORT     Lon     Lat     Dep  Mag Nus NuP NuS   ADS   MDS GAP   RMS     ERH     ERZ
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-02T04:56:21.660000Z  50.935  36.846   9.722  2.3   7   7   1 138.6  52.7  64  0.33   4.116   3.410
2015-01-02T13:08:04.220000Z  50.948  36.904   6.827  2.4   7   7   3 148.1  58.9  44  0.65   4.945   5.964
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-03T11:57:51.810000Z  50.623  34.684   7.722  1.6   5   5   1 102.3  43.9 249  0.20   2.481   3.076
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-04T10:17:25.530000Z  52.372  35.365   6.074  1.5   6   6   1  74.5  38.8 147  0.22   4.153   4.130
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-04T17:01:19.080000Z  53.455  36.125  14.445  3.2  30  30   1 221.1  38.6 111  0.25   4.577   5.838
2015-01-04T20:02:15.080000Z  50.855  36.784  10.207  2.3   8   8   0 153.9  43.3  34  0.49   4.013   4.550
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-06T12:13:32.910000Z  53.157  35.551  15.026  1.3   5   5   1  53.2  26.1 126  0.21   1.635   1.901
2015-01-06T19:53:16.380000Z  53.005  35.865   8.512  2.5   6   6   2  62.3  26.0  66  0.22   1.216   1.361
2015-01-06T22:23:10.440000Z  52.628  35.628   7.303  1.9   7   6   1  66.9  11.5  97  0.22   2.136   1.921
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-08T23:13:01.960000Z  52.492  35.773  14.503  2.3   8   8   1 107.6  27.8  67  0.11   1.768   2.745
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-09T10:14:42.610000Z  50.564  34.284   7.300  2.1  10  10   1 148.1  77.0 196  0.17   1.028   1.139
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-09T16:14:18.700000Z  53.160  34.441   8.037  1.9   8   8   1 144.2 105.8 225  0.44  18.643  17.686
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-10T11:56:50.840000Z  50.576  36.060  11.528  1.6   4   4   2  56.5  41.8 160  0.16   2.647   4.607
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-11T02:42:24.360000Z  50.842  34.523  16.934  2.8  14  14   0 134.2  40.8 167  0.16   1.850   2.089
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-11T08:02:17.820000Z  53.200  35.550  10.247  1.2   4   4   2  41.4  28.9 131  0.25   3.198   4.122
2015-01-11T08:49:51.550000Z  50.157  35.349  11.007  2.6  10  10   1 131.2  21.6 137  0.29   1.316   1.898
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-11T09:31:15.120000Z  50.183  35.345   9.967  1.8   6   6   1  86.8  24.0 161  0.34   2.750   3.630
2015-01-11T10:35:54.600000Z  49.827  35.657   9.209  1.7   5   5   1  66.0  22.9 122  0.42   2.358   2.702
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-12T12:17:42.400000Z  52.076  36.859   8.627  2.9  13  13   1 177.2  72.4  35  0.39   3.211   2.937
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-13T09:17:18.550000Z  52.329  36.408  10.740  2.5  13  13   1 148.9  18.4  42  0.36   1.810   2.105
2015-01-13T12:07:42.900000Z  53.138  34.447   7.963  2.0   8   8   1 146.2 106.6 197  0.44  18.604  17.686
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-17T17:30:22.400000Z  49.429  35.549   4.736  2.8   9   9   2 137.6  22.4  34  0.65   8.682   7.200
2015-01-17T23:04:30.880000Z  50.770  36.319   8.257  3.5   6   5   3 102.4  16.8  61  0.54   5.250   5.575
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2015-01-18T09:48:58.230000Z  52.959  35.852   8.689  2.9  11  11   2 120.4  29.8  64  0.23   1.317   1.500
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
