# 2015 01 01 04 33 22.800000 34.676 50.623   8.0  1.8 0.0 0.0 0.0         1
KLH  30.020 1.00 Pg
MHD  19.240 1.00 Pg
QOM   8.440 1.00 Pg
RAZ  18.040 1.00 Pg
VRN  19.220 1.00 Pg
QOM  13.900 1.00 Sg
# 2015 01 01 05 21 24.900000 35.156 53.424  10.0  1.2 0.0 0.0 0.0         2
ANJ  10.260 1.00 Pg
FIR  14.500 1.00 Pg
SHM  13.120 1.00 Pg
ANJ  18.010 1.00 Sg
LAS   8.950 1.00 Pg
# 2015 01 01 08 34 52.600000 35.554 53.243  10.0  1.2 0.0 0.0 0.0         3
SHM   5.750 1.00 Pg
LAS   6.290 1.00 Pg
FIR   8.300 1.00 Pg
FIR  15.000 1.00 Sg
# 2015 01 01 11 58 27.500000 34.767 50.653  10.9  1.6 0.0 0.0 0.0         4
MHD  17.860 1.00 Pg
QOM   7.160 1.00 Pg
RAZ  17.040 1.00 Pg
VRN  17.740 1.00 Pg
QOM  12.620 1.00 Sg
# 2015 01 01 12 35 11.400000 35.684 52.620  13.8  1.3 0.0 0.0 0.0         5
DMV  10.300 1.00 Pg
FIR   3.800 1.00 Pg
LAS   8.510 1.00 Pg
SHM  11.120 1.00 Pg
DMV  17.440 1.00 Sg
# 2015 01 02 04 56 21.500000 36.845 50.942  10.0  2.3 0.0 0.0 0.0         6
RAZ  31.060 1.00 Pg
QSDN 28.220 1.00 Pg
QALM  9.580 1.00 Pg
PRN  24.460 1.00 Pg
QABG 28.860 1.00 Pg
GZV  14.980 1.00 Pg
DMV  29.840 1.00 Pg
GZV  25.780 1.00 Sg
# 2015 01 02 13 08 03.900000 36.905 50.983  10.0  2.4 0.0 0.0 0.0         7
DMV  30.660 1.00 Pg
DMV  53.320 1.00 Sg
GZV  16.240 1.00 Pg
GZV  27.560 1.00 Sg
MHD  24.300 1.00 Pg
PRN  25.440 1.00 Pg
QALM 10.700 1.00 Pg
RAZ  32.380 1.00 Pg
SHM  40.120 1.00 Pn
PRN  42.660 1.00 Sg
# 2015 01 02 18 49 26.300000 35.340 53.344  10.0  1.1 0.0 0.0 0.0         8
ANJ   9.960 1.00 Pg
ANJ  17.000 1.00 Sg
LAS   6.700 1.00 Pg
LAS  11.600 1.00 Sg
SHM   9.600 1.00 Pg
# 2015 01 02 19 21 13.800000 35.485 53.328  10.0  1.0 0.0 0.0 0.0         9
ANJ  10.010 1.00 Pg
ANJ  16.830 1.00 Sg
FIR   9.940 1.00 Pg
LAS   6.680 1.00 Pg
LAS  11.730 1.00 Sg
# 2015 01 02 20 13 12.300000 35.414 53.334  10.0  1.2 0.0 0.0 0.0        10
ANJ   9.630 1.00 Pg
LAS   6.640 1.00 Pg
SHM   8.180 1.00 Pg
LAS  11.340 1.00 Sg
# 2015 01 03 03 13 36.100000 36.272 53.111  10.0  1.6 0.0 0.0 0.0        11
LAS  17.090 1.00 Pg
SHM   9.600 1.00 Pg
SHM  17.660 1.00 Sg
PRN  12.580 1.00 Pg
ANJ  20.160 1.00 Pg
# 2015 01 03 06 55 58.100000 35.537 53.285  10.0  1.2 0.0 0.0 0.0        12
ANJ  10.500 1.00 Pg
LAS   6.330 1.00 Pg
LAS  11.610 1.00 Sg
SHM   5.690 1.00 Pg
SHM  10.470 1.00 Sg
# 2015 01 03 09 54 00.700000 36.548 50.946  10.0  2.0 0.0 0.0 0.0        13
RAZ  26.500 1.00 Pg
QALM  5.600 1.00 Pg
PRN  22.600 1.00 Pg
GZV  12.000 1.00 Pg
QALM 10.760 1.00 Sg
# 2015 01 03 11 57 52.200000 34.730 50.596  12.5  1.6 0.0 0.0 0.0        14
MHD  18.720 1.00 Pg
QABG 23.460 1.00 Pg
QOM   8.080 1.00 Pg
RAZ  17.420 1.00 Pg
VRN  18.420 1.00 Pg
MHD  32.080 1.00 Sg
# 2015 01 03 13 29 15.900000 35.375 50.140  12.0  1.7 0.0 0.0 0.0        15
DMV  28.860 1.00 Pg
KRSH 38.020 1.00 Pn
QABG 10.140 0.50 Pg
RAZ   4.400 1.00 Pg
QSDN 26.160 1.00 Pg
MHD  11.460 1.00 Pg
HSRG 29.980 0.50 Pg
# 2015 01 03 13 51 03.800000 35.627 51.827   4.0  1.3 0.0 0.0 0.0        16
DMV   3.440 1.00 Pg
ANJ  33.030 1.00 Pg
FIR  14.840 1.00 Pg
KRSH 31.300 1.00 Pg
