# 2021 08 08 06 04 49.90  26.903  55.033  19.9 0.00 0.00 0.00  0.3    100000
LMD1  34.600   1.0 P
UOSS  42.190   1.0 P
JASK  44.840   1.0 P
KSHB  47.760   1.0 P
KRBR  48.200   1.0 P
CHMN  52.100   1.0 P
KHGB  52.160   1.0 P
KBAM  53.460   1.0 P
KSHD  57.180   0.0 P
# 2021 10 10 18 26 53.80  27.232  55.340  27.7 0.00 0.00 0.00  0.4    100016
MZN1  20.700   1.0 P
BNB   22.120   1.0 P
LMD1  34.280   1.0 P
JHRM  34.800   1.0 P
JASK  43.020   1.0 P
KHGB  52.240   1.0 P
CHMN  53.100   1.0 P
# 2021 10 10 20 51 54.20  27.717  56.562  10.0 0.00 0.00 0.00  0.4    100017
BNB    5.500   1.0 P
KBAM  37.940   1.0 P
JASK  38.540   1.0 P
CHMN  40.300   1.0 P
KHGB  44.660   1.0 P
KSHD  46.900   1.0 P
# 2021 10 14 14 17 46.20  27.487  56.242  11.2 0.00 0.00 0.00  0.3    100018
BNB    6.260   1.0 P
MZN1  30.260   1.0 P
JASK  38.780   1.0 P
KBAM  44.540   1.0 P
CHMN  45.440   1.0 P
KHGB  49.340   1.0 P
MZN1  51.240   1.0 S
KSHD  51.360   1.0 P
GHIR  50.570   1.0 P
BNDS   4.880   1.0 P
KRBR  44.940   1.0 P
JSSH  35.540   1.0 P
# 2021 10 16 19 11 26.00  27.587  56.730  27.2 0.00 0.00 0.00  0.4    100019
BNB    6.560   1.0 P
BNB    9.880   1.0 S
JASK  35.900   1.0 P
KBAM  38.840   1.0 P
KHGB  46.020   1.0 P
# 2021 10 29 05 26 04.00  27.151  56.206   6.0 0.00 0.00 0.00  0.4    100020
BNDS  10.300   1.0 S
JASK  35.940   1.0 P
KBAM  48.760   1.0 P
CHMN  50.440   1.0 P
KHGB  54.860   1.0 P
# 2021 10 29 05 55 26.40  27.187  56.267  13.3 0.00 0.00 0.00  0.3    100021
BNDS   6.240   1.0 P
BNB    8.020   1.0 P
JASK  35.420   1.0 P
KBAM  47.000   1.0 P
CHMN  48.680   1.0 P
# 2021 11 01 15 48 41.30  27.319  55.229   6.0 0.00 0.00 0.00  0.4    100022
BNDS  16.820   1.0 P
BNB   24.040   1.0 P
BNB   43.180   1.0 S
UOSS  44.320   1.0 P
JASK  46.900   1.0 P
KHGB  54.120   1.0 P
CHMN  54.580   1.0 P
KBAM  55.900   1.0 P
# 2021 11 14 11 09 53.60  28.359  56.205  10.0 0.00 0.00 0.00  0.4    100023
BNDS  18.660   1.0 P
MZN1  27.500   1.0 P
BNDS  34.360   1.0 S
CHMN  35.840   1.0 P
KHGB  37.620   1.0 P
KBAM  38.400   1.0 P
KSHB  38.640   1.0 P
# 2021 11 14 12 07 04.40  27.568  56.084  19.5 0.00 0.00 0.00  0.4    100024
BNDS   4.800   1.0 P
MZN1  25.480   1.0 P
JASK  39.380   1.0 P
JHRM  40.300   1.0 P
LMD1  42.700   1.0 P
KBAM  43.200   1.0 P
UOSS  43.470   1.0 P
CHMN  43.600   1.0 P
MZN1  45.520   1.0 S
KSHB  45.580   1.0 P
KHGB  46.520   1.0 P
BNDS  10.710   1.0 S
KRBR  38.310   1.0 P
JSSH  36.640   1.0 P
GHIR  46.880   1.0 P
# 2021 11 14 12 08 38.10  27.536  56.174  10.0 0.00 0.00 0.00  0.3    100025
BNDS   3.380   1.0 P
MZN1  28.220   1.0 P
KBAM  43.880   1.0 P
CHMN  44.220   1.0 P
MZN1  48.440   1.0 S
BNDS   8.660   1.0 S
# 2021 11 14 12 40 52.60  27.550  56.211  19.2 0.00 0.00 0.00  0.3    100026
BNDS   4.740   1.0 P
KBAM  42.060   1.0 P
CHMN  43.160   1.0 P
MZN1  48.480   1.0 S
BNDS   8.610   1.0 S
KRBR  39.340   1.0 P
JSSH  33.050   1.0 P
GHIR  46.200   1.0 P
LMD1  42.730   1.0 P
# 2021 11 14 12 52 37.80  27.518  56.093  15.1 0.00 0.00 0.00  0.4    100027
BNDS   4.040   1.0 P
UOSS  43.340   1.0 P
KBAM  44.240   1.0 P
CHMN  44.820   1.0 P
KHGB  47.460   1.0 P
GHIR  50.070   1.0 P
JSSH  34.850   1.0 P
LMD1  46.090   1.0 P
KRBR  40.420   0.0 P
# 2021 11 14 13 05 48.40  27.525  56.245   9.0 0.00 0.00 0.00  0.3    100028
BNDS   5.820   1.0 S
MZN1  28.940   1.0 P
CHMN  44.200   1.0 P
KSHB  48.720   1.0 P
MZN1  50.900   1.0 S
# 2021 11 14 13 13 15.90  27.567  56.161  19.7 0.00 0.00 0.00  0.4    100029
BNDS   4.920   1.0 P
BNDS   8.620   1.0 S
KBAM  42.680   1.0 P
CHMN  43.320   1.0 P
UOSS  43.370   1.0 P
KSHB  46.000   1.0 P
# 2021 11 14 13 45 00.80  27.522  56.135  18.8 0.00 0.00 0.00  0.3    100030
BNDS   4.240   1.0 P
KBAM  43.460   1.0 P
CHMN  43.780   1.0 P
MZN1  46.940   1.0 S
# 2021 11 14 14 02 56.40  27.590  56.136  17.0 0.00 0.00 0.00  0.3    100031
BNDS   4.940   1.0 P
MZN1  26.640   1.0 P
JASK  39.120   1.0 P
CHMN  42.760   1.0 P
KBAM  43.040   1.0 P
UOSS  43.990   1.0 P
LMD1  44.000   1.0 P
KSHB  45.300   1.0 P
MZN1  45.620   1.0 S
JSSH  35.960   1.0 P
KRBR  38.510   0.0 P
GHIR  47.410   1.0 P
# 2021 11 14 14 13 57.40  27.496  56.213  12.5 0.00 0.00 0.00  0.3    100032
BNDS   3.260   1.0 P
MZN1  28.020   1.0 P
JASK  38.000   1.0 P
UOSS  43.020   1.0 P
KBAM  43.160   1.0 P
CHMN  44.240   1.0 P
KSHB  48.100   1.0 P
GHIR  46.240   1.0 P
JSSH  34.950   1.0 P
LMD1  43.250   1.0 P
KRBR  38.920   0.0 P
# 2021 11 14 14 19 32.60  27.625  56.176  10.0 0.00 0.00 0.00  0.4    100033
BNDS   5.920   1.0 P
KRBR  38.500   0.0 P
CHMN  43.920   1.0 P
KBAM  44.160   1.0 P
# 2021 11 14 14 24 13.80  27.576  56.172  13.1 0.00 0.00 0.00  0.3    100034
BNDS   5.020   1.0 P
MZN1  27.940   1.0 P
JASK  40.020   1.0 P
KBAM  43.760   1.0 P
CHMN  44.360   1.0 P
UOSS  44.740   1.0 P
MZN1  49.040   1.0 S
GHIR  52.320   1.0 P
JSSH  37.360   1.0 P
LMD1  48.650   1.0 P
KRBR  39.900   0.0 P
# 2021 11 14 14 34 00.10  28.023  56.237  10.0 0.00 0.00 0.00  0.1    100035
CHMN  38.240   1.0 P
CHMN  72.340   1.0 S
# 2021 11 14 14 52 19.60  27.601  56.228  10.0 0.00 0.00 0.00  0.5    100036
BNDS   5.440   1.0 P
JASK  40.540   1.0 P
CHMN  43.660   1.0 P
KBAM  43.800   1.0 P
# 2021 11 14 15 05 45.80  27.517  55.835   6.0 0.00 0.00 0.00  0.3    100037
MZN1  24.140   1.0 P
JASK  42.900   1.0 P
UOSS  45.390   1.0 P
KSHB  48.260   1.0 P
# 2021 11 14 15 12 08.00  27.593  56.255  14.3 0.00 0.00 0.00  0.4    100038
BNDS   4.720   1.0 P
JASK  38.620   1.0 P
KBAM  41.900   1.0 P
CHMN  42.840   1.0 P
UOSS  44.190   1.0 P
MZN1  49.680   1.0 S
JSSH  35.950   1.0 P
KRBR  37.930   0.0 P
GHIR  48.140   1.0 P
LMD1  44.760   1.0 P
# 2021 11 14 15 22 19.20  27.524  56.128  13.8 0.00 0.00 0.00  0.5    100039
BNDS   3.740   1.0 P
MZN1  25.980   1.0 P
JASK  39.100   1.0 P
JHRM  40.920   1.0 P
UOSS  43.290   1.0 P
KBAM  43.460   1.0 P
CHMN  43.940   1.0 P
MZN1  47.360   1.0 S
KSHB  48.320   1.0 P
JSSH  34.860   1.0 P
KRBR  38.600   0.0 P
GHIR  46.560   1.0 P
LMD1  44.380   1.0 P
# 2021 11 14 15 34 31.80  27.765  56.168  13.6 0.00 0.00 0.00  0.3    100040
MZN1  25.400   1.0 P
KBAM  40.700   1.0 P
JASK  41.000   1.0 P
CHMN  41.640   1.0 P
# 2021 11 14 15 41 38.30  27.650  56.321  10.0 0.00 0.00 0.00  0.3    100041
BNDS   6.980   1.0 P
MZN1  30.180   1.0 P
CHMN  44.060   0.0 P
KBAM  45.500   1.0 P
MZN1  51.520   1.0 S
# 2021 11 14 15 59 11.70  27.520  56.110  15.9 0.00 0.00 0.00  0.4    100042
BNDS   3.760   1.0 P
BNDS   7.240   1.0 S
MZN1  26.660   1.0 P
UOSS  42.720   1.0 P
KBAM  43.380   1.0 P
CHMN  44.500   1.0 P
KHGB  47.160   1.0 P
GHIR  45.850   1.0 P
JSSH  36.570   1.0 P
LMD1  43.820   1.0 P
KRBR  38.140   0.0 P
# 2021 11 14 16 10 08.20  27.585  56.160  13.7 0.00 0.00 0.00  0.4    100043
BNDS   5.160   1.0 P
MZN1  28.580   1.0 P
CHMN  44.500   1.0 P
MZN1  47.660   1.0 S
GHIR  48.140   1.0 P
KRBR  40.710   1.0 P
# 2021 11 14 16 19 57.40  27.508  56.149  18.6 0.00 0.00 0.00  0.4    100044
BNDS   3.880   1.0 P
MZN1  27.380   1.0 P
JASK  37.600   1.0 P
JHRM  40.740   1.0 P
KBAM  42.900   1.0 P
UOSS  42.920   1.0 P
CHMN  43.560   1.0 P
LMD1  43.780   1.0 P
KHGB  46.860   1.0 P
KSHB  47.120   1.0 P
GHIR  47.750   1.0 P
JSSH  35.890   1.0 P
KRBR  38.280   0.0 P
# 2021 11 14 16 34 13.20  27.506  56.243  17.9 0.00 0.00 0.00  0.3    100045
BNDS   4.100   1.0 P
MZN1  28.060   1.0 P
JASK  37.540   1.0 P
KBAM  42.120   1.0 P
CHMN  43.260   1.0 P
KHGB  46.960   1.0 P
# 2021 11 14 17 01 18.30  27.593  56.214  19.8 0.00 0.00 0.00  0.5    100046
BNDS   5.260   1.0 P
MZN1  27.000   1.0 P
KBAM  41.200   1.0 P
CHMN  41.720   1.0 P
UOSS  44.070   1.0 P
KHGB  45.640   1.0 P
KSHB  46.500   0.0 P
MZN1  48.600   1.0 S
# 2021 11 14 17 31 53.40  27.571  56.258  10.0 0.00 0.00 0.00  0.5    100047
BNDS   5.360   1.0 P
MZN1  29.880   1.0 P
JASK  39.280   1.0 P
KBAM  44.060   1.0 P
CHMN  45.160   1.0 P
KHGB  48.020   1.0 P
# 2021 11 14 17 34 29.70  28.086  56.316  10.0 0.00 0.00 0.00  0.4    100048
KRBR  34.740   1.0 P
CHMN  37.780   1.0 P
KBAM  37.820   1.0 P
KBAM  71.920   1.0 S
# 2021 11 14 17 36 38.30  27.647  55.796  10.0 0.00 0.00 0.00  0.9    100049
BNDS   9.000   1.0 P
BNDS  14.520   1.0 S
KRBR  41.300   1.0 P
KBAM  46.560   1.0 P
CHMN  46.880   1.0 P
# 2021 11 14 17 40 57.60  27.556  56.186  13.5 0.00 0.00 0.00  0.5    100050
BNDS   4.000   1.0 P
MZN1  27.380   1.0 P
JASK  38.640   0.0 P
KBAM  42.300   1.0 P
CHMN  43.000   1.0 P
UOSS  43.890   1.0 P
KHGB  46.880   1.0 P
# 2021 11 14 17 50 23.60  27.531  56.173  16.2 0.00 0.00 0.00  0.5    100051
BNDS   3.760   1.0 P
MZN1  26.840   1.0 P
KBAM  42.900   1.0 P
UOSS  43.620   1.0 P
CHMN  43.620   1.0 P
KHGB  46.860   1.0 P
MZN1  48.480   1.0 S
# 2021 11 14 17 58 13.00  27.594  56.188  11.3 0.00 0.00 0.00  0.4    100052
BNDS   4.660   1.0 P
MZN1  27.600   1.0 P
JASK  39.640   1.0 P
KBAM  43.180   1.0 P
CHMN  43.360   1.0 P
UOSS  45.220   1.0 P
KSHB  47.500   1.0 P
MZN1  48.380   1.0 S
# 2021 11 14 18 01 11.70  27.568  56.140   8.0 0.00 0.00 0.00  0.3    100053
BNDS   4.520   1.0 P
MZN1  27.680   1.0 P
UOSS  45.390   1.0 P
KBAM  45.420   1.0 P
CHMN  45.800   1.0 P
MZN1  48.020   1.0 S
# 2021 11 14 18 18 38.60  27.578  56.162  20.0 0.00 0.00 0.00  0.4    100054
BNDS   5.280   1.0 P
MZN1  26.820   1.0 P
KBAM  41.880   1.0 P
CHMN  42.680   1.0 P
UOSS  43.490   1.0 P
KSHB  45.860   1.0 P
# 2021 11 14 18 38 16.50  27.628  56.255   9.4 0.00 0.00 0.00  0.2    100055
BNDS   5.220   1.0 P
MZN1  28.760   1.0 P
KBAM  42.280   1.0 P
CHMN  43.220   1.0 P
UOSS  45.220   1.0 P
MZN1  49.720   1.0 S
# 2021 11 14 18 46 38.30  27.551  56.128  13.1 0.00 0.00 0.00  0.2    100056
BNDS   4.900   1.0 P
MZN1  27.480   1.0 P
JASK  40.340   1.0 P
UOSS  44.340   1.0 P
KBAM  44.620   1.0 P
# 2021 11 14 18 57 21.80  27.601  56.220  17.8 0.00 0.00 0.00  0.5    100057
BNB    6.820   1.0 P
MZN1  27.700   1.0 P
JASK  39.240   1.0 P
CHMN  42.200   1.0 P
UOSS  42.970   1.0 P
# 2021 11 14 19 07 05.80  27.541  56.276  11.8 0.00 0.00 0.00  0.4    100058
BNDS   3.720   1.0 P
BNB    5.740   1.0 P
BNDS   7.100   1.0 S
MZN1  29.220   1.0 P
KBAM  43.080   1.0 P
CHMN  43.540   1.0 P
MZN1  52.260   1.0 S
# 2021 11 14 19 10 03.80  27.591  56.322  14.7 0.00 0.00 0.00  0.4    100059
BNDS   5.560   1.0 P
BNB    6.540   1.0 P
MZN1  30.060   1.0 P
JASK  38.960   1.0 P
KBAM  41.980   1.0 P
CHMN  43.220   1.0 P
UOSS  44.970   1.0 P
MZN1  53.000   1.0 S
# 2021 11 14 19 18 31.50  27.541  56.140  19.4 0.00 0.00 0.00  0.4    100060
BNB    7.780   1.0 P
JASK  38.480   1.0 P
UOSS  42.370   1.0 P
CHMN  42.500   1.0 P
KBAM  43.120   1.0 P
MZN1  46.760   1.0 S
# 2021 11 14 19 30 07.90  27.486  56.043  13.5 0.00 0.00 0.00  0.3    100061
BNDS   4.440   1.0 P
BNB   10.020   1.0 P
JASK  40.000   1.0 P
UOSS  43.770   1.0 P
KBAM  46.160   1.0 P
CHMN  46.340   1.0 P
MZN1  46.440   1.0 S
# 2021 11 14 19 38 10.60  28.456  56.723  10.0 0.00 0.00 0.00  1.0    100062
KRBR  28.460   1.0 P
KBAM  31.220   1.0 P
CHMN  31.840   1.0 P
CHMN  52.880   1.0 S
# 2021 11 14 19 50 18.20  27.736  56.364  10.0 0.00 0.00 0.00  0.4    100063
BNB    6.560   1.0 P
MZN1  28.560   1.0 P
CHMN  41.640   1.0 P
CHMN  78.540   1.0 S
# 2021 11 14 20 09 49.20  27.542  56.093  18.3 0.00 0.00 0.00  0.4    100064
BNDS   4.540   1.0 P
BNB    7.700   1.0 P
BNB   15.160   1.0 S
MZN1  26.340   1.0 P
JASK  39.100   1.0 P
UOSS  43.120   1.0 P
KBAM  43.620   1.0 P
CHMN  44.040   1.0 P
MZN1  45.640   1.0 S
GHIR  47.230   1.0 P
JSSH  36.150   1.0 P
LMD1  44.180   1.0 P
KRBR  38.240   0.0 P
# 2021 11 14 20 23 11.40  27.463  56.024  13.6 0.00 0.00 0.00  0.4    100065
BNDS   4.500   1.0 P
BNB   10.040   1.0 P
MZN1  27.100   1.0 P
KRBR  39.860   0.0 P
JASK  40.100   1.0 P
MZN1  46.080   1.0 S
CHMN  46.820   1.0 P
KBAM  46.880   1.0 P
# 2021 11 14 20 41 13.60  27.569  56.196   9.8 0.00 0.00 0.00  0.4    100066
BNDS   4.380   1.0 P
BNB    7.840   1.0 P
MZN1  28.780   1.0 P
JASK  40.560   1.0 P
KBAM  43.620   1.0 P
CHMN  44.880   1.0 P
# 2021 11 14 21 13 31.80  27.611  56.279  10.0 0.00 0.00 0.00  0.4    100067
BNDS   4.520   1.0 P
BNB    6.020   1.0 P
BNDS   9.360   1.0 S
MZN1  28.520   1.0 P
KRBR  37.660   0.0 P
KBAM  41.720   1.0 P
CHMN  43.100   1.0 P
# 2021 11 14 21 27 37.90  27.566  56.161  13.8 0.00 0.00 0.00  0.5    100068
BNDS   4.100   1.0 P
BNB    7.360   1.0 P
MZN1  26.860   1.0 P
KRBR  37.540   0.0 P
JASK  38.800   1.0 P
KBAM  43.260   1.0 P
CHMN  43.980   1.0 P
# 2021 11 14 21 33 35.30  27.619  56.249  11.8 0.00 0.00 0.00  0.1    100069
BNDS   6.140   1.0 P
BNB    7.220   1.0 P
MZN1  29.000   1.0 P
KBAM  42.860   1.0 P
CHMN  44.060   1.0 P
# 2021 11 14 22 13 17.50  27.602  56.217  11.9 0.00 0.00 0.00  0.4    100070
BNDS   4.600   1.0 P
BNB    6.900   1.0 P
MZN1  27.700   1.0 P
JASK  38.860   1.0 P
KBAM  42.820   1.0 P
CHMN  43.480   1.0 P
UOSS  44.490   1.0 P
MZN1  49.720   1.0 S
# 2021 11 14 22 48 53.50  27.595  56.188  12.5 0.00 0.00 0.00  0.5    100071
BNDS   4.740   1.0 P
BNB    6.980   1.0 P
MZN1  27.760   1.0 P
JASK  38.900   1.0 P
CHMN  42.580   1.0 P
KBAM  43.140   1.0 P
UOSS  44.620   1.0 P
MZN1  46.520   1.0 S
# 2021 11 14 22 50 41.80  27.879  56.157  10.0 0.00 0.00 0.00  0.2    100072
BNB   11.560   1.0 P
MZN1  26.360   1.0 P
CHMN  45.080   1.0 P
KBAM  45.360   1.0 P
# 2021 11 15 00 32 24.80  27.566  56.153  11.0 0.00 0.00 0.00  0.3    100073
BNDS   4.320   1.0 P
BNB    7.080   1.0 P
JASK  39.160   1.0 P
KBAM  43.660   1.0 P
CHMN  44.100   1.0 P
MZN1  47.860   1.0 S
# 2021 11 15 00 53 51.50  27.640  56.288   8.3 0.00 0.00 0.00  0.4    100074
BNB    6.620   1.0 P
MZN1  29.780   1.0 P
JASK  40.400   1.0 P
KBAM  43.500   1.0 P
CHMN  43.680   1.0 P
# 2021 11 15 01 07 09.20  27.560  56.059  10.0 0.00 0.00 0.00  0.5    100075
BNDS   4.980   1.0 P
BNB    9.420   1.0 P
CHMN  44.920   1.0 P
MZN1  45.820   1.0 S
KBAM  45.880   1.0 P
KSHB  48.180   1.0 P
# 2021 11 15 01 23 24.60  27.449  56.007  14.3 0.00 0.00 0.00  0.1    100076
BNDS   4.100   1.0 P
BNB    9.480   1.0 P
JASK  39.040   1.0 P
MZN1  44.460   1.0 S
KBAM  45.440   1.0 P
CHMN  45.580   1.0 P
# 2021 11 15 01 32 59.70  27.430  56.160  10.0 0.00 0.00 0.00  0.4    100077
BNB    7.020   1.0 P
KBAM  46.100   1.0 P
CHMN  47.040   1.0 P
MZN1  50.120   1.0 S
# 2021 11 15 01 41 27.90  27.552  55.988  11.1 0.00 0.00 0.00  0.5    100078
BNDS   4.860   1.0 P
BNB   10.160   1.0 P
BNB   17.300   1.0 S
MZN1  25.780   1.0 P
JASK  40.820   1.0 P
MZN1  43.180   1.0 S
CHMN  45.300   1.0 P
KBAM  45.680   1.0 P
# 2021 11 15 01 45 28.50  27.473  56.146  21.0 0.00 0.00 0.00  0.4    100079
BNDS   5.320   1.0 P
BNB    8.340   1.0 P
JASK  38.560   1.0 P
KBAM  44.220   1.0 P
CHMN  44.660   1.0 P
MZN1  49.500   1.0 S
# 2021 11 15 01 59 52.10  27.585  56.315  15.1 0.00 0.00 0.00  0.3    100080
BNDS   5.300   1.0 P
BNB    5.500   1.0 P
JASK  37.960   1.0 P
KBAM  41.560   1.0 P
CHMN  42.160   1.0 P
# 2021 11 15 02 02 27.10  27.576  56.139   7.0 0.00 0.00 0.00  0.4    100081
BNDS   5.020   1.0 P
BNB    7.860   1.0 P
MZN1  27.440   1.0 P
KBAM  44.600   1.0 P
CHMN  45.880   1.0 P
GHIR  50.720   1.0 P
LMD1  50.200   0.0 P
KRBR  42.730   1.0 P
JSSH  37.250   1.0 P
# 2021 11 15 02 18 04.80  27.633  56.174  21.4 0.00 0.00 0.00  0.3    100082
BNDS   6.140   1.0 P
BNB    7.740   1.0 P
MZN1  25.900   1.0 P
CHMN  41.260   1.0 P
KBAM  41.560   1.0 P
# 2021 11 15 02 45 22.80  27.525  56.042  10.0 0.00 0.00 0.00  0.4    100083
BNDS   3.520   1.0 P
BNB    9.620   1.0 P
JASK  40.440   1.0 P
KBAM  44.760   1.0 P
CHMN  45.160   1.0 P
MZN1  45.380   1.0 S
# 2021 11 15 02 53 43.50  27.635  56.168  11.9 0.00 0.00 0.00  0.3    100084
BNDS   5.260   1.0 P
BNB    7.640   1.0 P
MZN1  26.960   1.0 P
JASK  40.400   1.0 P
KBAM  43.220   1.0 P
CHMN  43.260   1.0 P
MZN1  47.820   1.0 S
GHIR  46.290   1.0 P
JSSH  34.480   1.0 P
LMD1  43.310   1.0 P
KRBR  37.550   0.0 P
# 2021 11 15 03 04 38.50  27.577  56.081  11.0 0.00 0.00 0.00  0.4    100085
BNDS   4.300   1.0 P
BNB    8.900   1.0 P
MZN1  25.760   1.0 P
CHMN  44.420   1.0 P
KBAM  44.500   1.0 P
MZN1  45.940   1.0 S
KSHB  47.340   1.0 P
# 2021 11 15 03 14 36.10  27.486  56.212  15.6 0.00 0.00 0.00  0.3    100086
BNDS   3.680   1.0 P
BNB    6.020   1.0 P
MZN1  28.120   1.0 P
JASK  37.440   1.0 P
UOSS  42.190   1.0 P
KBAM  42.900   1.0 P
CHMN  44.180   1.0 P
KSHB  47.900   1.0 P
# 2021 11 15 03 55 19.70  27.541  56.113  16.2 0.00 0.00 0.00  0.3    100087
BNDS   4.460   1.0 P
BNB    7.840   1.0 P
MZN1  26.040   1.0 P
UOSS  42.870   1.0 P
KBAM  43.520   1.0 P
CHMN  43.720   1.0 P
KHGB  47.060   1.0 P
# 2021 11 15 04 13 31.60  27.536  56.199  12.3 0.00 0.00 0.00  0.2    100088
BNDS   4.640   1.0 P
BNB    7.200   1.0 P
MZN1  28.620   1.0 P
JASK  39.780   1.0 P
KBAM  44.100   1.0 P
CHMN  44.860   1.0 P
KHGB  48.480   1.0 P
KSHB  48.760   1.0 P
# 2021 11 15 04 23 03.30  27.615  56.224  10.0 0.00 0.00 0.00  0.2    100089
BNB    7.400   1.0 P
MZN1  28.580   1.0 P
KBAM  43.660   1.0 P
CHMN  43.900   1.0 P
# 2021 11 15 05 02 03.50  27.822  56.294   6.0 0.00 0.00 0.00  0.5    100090
BNB    9.320   1.0 P
MZN1  29.220   1.0 P
JASK  42.340   1.0 P
KBAM  42.460   1.0 P
CHMN  44.340   1.0 P
