                        ORT     Lon     Lat     Dep  Mag Nus NuP NuS   ADS   MDS GAP   RMS     ERH     ERZ
2021-01-01T07:30:01.760000Z  53.007  34.765   8.763  2.8  17  17   0 147.0  68.4 173  0.36   7.355   8.708
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-01-05T08:56:59.820000Z  53.597  36.263   7.513  2.5   7   7   1 111.6  33.8 123  0.39   8.871   9.676
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-01-14T11:20:39.510000Z  53.042  36.522  19.710  3.9  44  44   2 195.8  70.4  54  0.20   5.633   5.511
2021-01-14T18:10:58.600000Z  53.278  35.955   5.253  2.6   9   9   0 127.7  16.5 138  0.16   1.776   1.660
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-01-19T06:00:12.400000Z  53.263  35.227   8.304  3.9  51  51   2 162.4  32.4 151  0.24   2.845   3.811
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-01-29T16:58:36.660000Z  49.877  35.639  10.939  2.8  16  16   1 181.8  27.8  72  0.35  12.572  14.364
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-02-07T23:50:30.120000Z  49.822  35.602   7.568  2.7   9   9   1 147.5  94.0  89  0.30   8.509   9.518
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-02-12T10:43:22.380000Z  53.273  35.916   7.013  2.8  17  17   0 151.7  12.2  92  0.20   1.408   1.822
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-02-22T19:36:15.620000Z  51.784  36.451  14.590  3.6  31  31   0 168.0  19.3  29  0.34   4.911   3.744
2021-02-25T18:52:38.360000Z  51.783  36.391   9.903  2.7  13  13   2 139.8  19.9  66  0.31   3.783   3.759
2021-02-26T00:49:47.740000Z  51.787  36.412  10.638  2.9  14  14   0 136.7  19.8  63  0.36   3.531   5.706
2021-02-26T10:41:09.960000Z  52.851  35.754  10.125  2.8  11  11   1  97.8  15.2  85  0.53   4.102   3.933
2021-02-27T22:34:18.400000Z  53.443  36.079   6.553  3.3  37  37   0 154.0  33.5 111  0.22   2.932   3.519
2021-03-02T19:26:52.760000Z  53.497  36.048  15.904  3.6  44  44   2 170.7  33.0 118  0.19   1.035   1.653
2021-03-02T20:06:10.800000Z  53.494  36.044  15.139  3.6  46  46   3 156.5  32.5 118  0.19   1.023   1.740
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-03-06T09:28:34.900000Z  52.204  35.961  16.050  2.6  15  15   0 126.8  33.4  49  0.52   0.195   0.358
2021-03-08T11:24:49.480000Z  51.921  36.563   6.627  2.5   9   9   1 130.8  34.4  44  0.26   5.965   6.367
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-03-27T21:11:18.240000Z  51.900  36.480   8.237  3.3  26  26   1 192.9  47.4  32  0.27   5.198   5.417
2021-03-29T20:21:37.720000Z  50.816  35.451  10.352  2.7  13  13   1 147.3  41.8 120  0.34   5.292   5.337
2021-03-30T09:50:04.160000Z  50.857  35.459   8.231  2.8  16  16   2 131.2  38.1 118  0.29   3.988   4.672
2021-03-31T01:24:57.840000Z  50.874  35.456   8.814  3.4  24  24   1 169.2  70.3 164  0.26   4.174   3.911
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-04-02T16:33:33.890000Z  51.000  36.430   8.254  2.6  14  14   2 169.4  51.0  88  0.34   7.499   5.673
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-04-07T19:33:55.400000Z  52.278  35.545  10.772  3.0  21  21   3 144.2  22.6  75  0.39  23.003  22.055
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-04-23T04:50:00.200000Z  52.415  36.472  15.123  2.7  12  12   2 140.5  26.4  40  0.29   8.356  10.889
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-05-03T12:46:55.210000Z  52.389  35.690   9.778  2.6   9   9   1  87.4  33.5  81  0.21   1.096   1.459
2021-05-03T13:08:26.610000Z  53.113  35.876  10.003  2.5   8   8   1 100.3  41.6  79  0.12   1.114   2.108
2021-05-12T11:02:08.890000Z  49.405  36.995   8.027  3.5  20  20   0 244.2  38.3  32  0.83   7.611   6.531
2021-05-19T22:16:28.920000Z  50.875  35.462   9.482  3.3  30  30   2 161.2  36.5  83  0.32   4.638   4.532
2021-05-19T22:25:40.800000Z  50.847  35.456   6.972  2.9  13  14   2 141.1  39.0  85  0.35   2.782   3.744
2021-05-21T23:59:59.960000Z  53.307  36.095   5.636  2.7   8   8   1 112.6  65.2 155  0.25   2.764   2.460
2021-05-23T23:27:33.000000Z  52.964  36.263   6.804  2.9   8   8   1 106.4  56.3  64  0.17   1.930   2.094
2021-05-30T20:32:36.720000Z  49.763  35.620   9.577  2.5  10  10   1 151.6  94.4  87  0.39   8.407   8.272
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
                        NaN     NaN     NaN     NaN  NaN NaN NaN NaN   NaN   NaN NaN   NaN     NaN     NaN
2021-06-01T19:25:06.300000Z  50.872  35.476   7.713  3.0  16  16   2 140.3  36.9  84  0.36   5.565   3.476
2021-06-04T22:59:40.540000Z  53.556  36.005   6.578  2.6  10  10   0 128.7  60.4 127  0.18   1.475   1.786
2021-06-05T07:24:08.650000Z  53.562  36.005   6.535  2.5  13  13   2 142.6  60.2 128  0.22   1.700   2.407
