   LON    LAT DEPTH MAG NSTUSED NPHASEP NPHASES MIND GAP  RMS SEH  SEZ YYYY MM DD HH MN   SEC
56.223 27.637   5.0 3.2     NaN     160      15  NaN NaN 0.45 1.8  3.0 2022  1  8 16 23 42.97
56.222 27.671   4.4 3.1     NaN      64       9  NaN NaN 0.71 2.4  6.3 2022  1 17 21 50  7.44
56.261 27.546  13.2 2.9     NaN     150       0  NaN NaN 0.49 1.3  2.2 2022  1 20 15 23  7.54
56.148 27.568   8.6 2.5     NaN     310       0  NaN NaN 0.29 1.2  2.3 2022  1 25 18 57 29.72
56.137 27.590   5.4 2.6     NaN     309       0  NaN NaN 0.32 1.5  3.1 2022  1 25 19 11  9.34
56.094 27.580   6.0 2.9     NaN     197       0  NaN NaN 0.43 2.0  4.4 2022  1 25 19 13 44.36
56.222 27.635  16.6 3.4     NaN     147       9  NaN NaN 0.51 1.7  3.1 2022  2  2  9 33 30.99
56.168 27.433  19.0 2.7     NaN      28       0  NaN NaN 0.35 2.3  2.9 2022  2  2 13 17 28.93
56.206 27.541  17.0 3.5     NaN     325       0  NaN NaN 0.46 1.5  2.3 2022  2  3  5 24  0.78
56.227 27.668   8.0 3.5     NaN      62      11  NaN NaN 0.64 2.4  3.8 2022  2  7 11  6 26.30
56.229 27.516  16.3 3.7     NaN     294      22  NaN NaN 0.56 1.7  2.5 2022  2  7 23 55 59.16
56.224 27.521  12.1 2.8     NaN      51       0  NaN NaN 0.33 1.9  2.8 2022  2  8  0  8  2.23
56.162 27.525  12.4 3.4     NaN     373       0  NaN NaN 0.52 2.0  3.6 2022  2  9 23  7 27.86
56.126 27.588   8.9 3.4     NaN     318      20  NaN NaN 0.49 1.9  3.8 2022  2 10 14 43 16.51
56.157 27.593   6.8 2.6     NaN     116       0  NaN NaN 0.25 1.9  3.9 2022  2 14 13 12 46.63
56.224 27.453  17.2 4.0     NaN     131      11  NaN NaN 0.43 1.6  2.2 2022  2 16  2  9  3.34
56.198 27.558  13.0 2.9     NaN     178       0  NaN NaN 0.34 1.4  2.1 2022  2 23 17  4 57.84
56.167 27.554  13.8 3.4     NaN     429      23  NaN NaN 0.36 1.8  3.3 2022  2 24  1 48 34.84
56.170 27.556  15.6 4.1     NaN     248       0  NaN NaN 0.51 2.2  3.6 2022  2 24  3 30 17.92
56.185 27.515  18.7 3.4     NaN     178       0  NaN NaN 0.57 2.9  2.7 2022  2 28  3 41 30.42
56.212 27.480  18.4 4.3     NaN     208      10  NaN NaN 0.39 1.6  2.2 2022  3  8 23 21 39.04
56.210 27.454  18.3 2.9     NaN     148       0  NaN NaN 0.19 1.7  2.1 2022  3  8 23 44 30.20
56.262 27.550  24.1 2.9     NaN     101       0  NaN NaN 0.19 2.5  3.5 2022  3 13 18 24 12.16
56.223 27.588   8.8 2.8     NaN      16       4  NaN NaN 0.29 2.5  3.6 2022  3 15  0 14  9.69
56.114 27.534  15.1 2.9     NaN     280       0  NaN NaN 0.38 1.7  2.7 2022  3 16  5 17 10.13
56.165 27.535  14.8 2.9     NaN     464      25  NaN NaN 0.32 1.6  2.6 2022  3 22  0 55 54.45
56.139 27.600   9.4 2.9     NaN     366       0  NaN NaN 0.30 1.3  2.7 2022  3 22 10  3  5.08
56.135 27.547  18.7 2.8     NaN     215       0  NaN NaN 0.28 2.2  2.9 2022  3 25  3 12  0.17
56.174 27.536  13.8 3.7     NaN     533      23  NaN NaN 0.39 1.3  2.4 2022  4  7 14 16 39.37
56.041 27.560  23.7 4.1     NaN      68       4  NaN NaN 0.43 4.5  5.4 2022  4 14  7 41  8.65
55.994 27.509  13.4 3.6     NaN      85       8  NaN NaN 0.43 2.3  3.4 2022  4 23 21 30 35.84
55.978 27.485  13.3 2.7     NaN      53       0  NaN NaN 0.25 2.7  4.9 2022  4 24  0 33  6.29
55.986 27.463  17.9 2.9     NaN      56       7  NaN NaN 0.29 2.5  4.8 2022  4 24 16 18 25.20
56.027 27.549  10.0 3.4     NaN      71       0  NaN NaN 0.38 2.8  4.2 2022  4 27  3  3  8.93
56.298 27.587  14.8 3.2     NaN     185       0  NaN NaN 0.42 2.2  3.4 2022  5 16 23 11 33.92
56.222 27.491  13.5 3.2     NaN     218       0  NaN NaN 0.42 2.0  2.5 2022  5 16 23 45 18.58
56.234 27.492  13.6 3.3     NaN     112       0  NaN NaN 0.50 1.9  2.4 2022  5 25  5 41 17.07
56.120 27.589  16.6 2.9     NaN     245       0  NaN NaN 0.39 1.9  2.5 2022  5 27 22 30  1.08
56.558 27.717  10.0 2.8     NaN       6       0  NaN NaN 0.33 4.5  4.3 2021 10 10 20 51 54.20
56.555 27.754  18.3 3.4     NaN      12       0  NaN NaN 0.31 1.8  2.3 2022  4 28  2 51 43.20
56.596 27.747  12.1 2.8     NaN       6       0  NaN NaN 0.29 1.6  3.1 2022  4 28  3 13  4.99
55.663 27.237   8.7 3.3     NaN       6       0  NaN NaN 0.85 5.3  6.1 2022  2 17 17 51 59.84
55.708 27.228   7.5 3.6     NaN       6       0  NaN NaN 0.85 5.1  6.1 2022  5 27  9 10 10.05
55.296 28.185  19.1 4.7     NaN       6       0  NaN NaN 0.46 0.0  0.0 2022  3 19 12 25 27.10
55.331 28.193  10.0 2.9     NaN       6       0  NaN NaN 0.46 0.0  0.0 2022  3 19 23 14  9.00
